messages,all_authors,timestamps,money
big love coming at you JD :red_heart:,michelle,32:05,0
this is PRE RECORDED. ,JennyD,32:07,0
He is unbiased he is saying the facts,Freedom,32:11,0
"who'se side is angelina on, she too had a messy divorce",Rii Ru,32:12,0
These depositiions I can never work out whos side they are on as they seem to make both parties look bad,Amica Cream,32:12,0
Every so often the legal system drops a house on a wicked witch,The Esperanza Compromise By Jason Daniel Baker,32:13,0
Amber needs to be up there sweating !!!! I never knew about billy bob thornton !!!! These people all need to go to a clinic !!!,Andrea,32:13,0
"THE ONLY VIDEO INTERVIEW THAT WASNT BORING AF , WAS SCAMBERS EX ASSISTANT",Janelle Honles,32:14,0
HIS DOCTOR ACCOMPANIED HIM TO DETOX?? OMG,Excellent Cman,32:14,0
Can we plz see the courtroom tku...Boring staring at a dr ,dodgingbullets,32:14,0
Team Johnny Depp :pirate_flag:,KongSkullIsland,32:16,0
AMBER HEARD IS ABUSER !!!,Бравый Чел,32:16,0
"Amber ""I wasn't punching you. I was HITTING you"" guilty",Sol,32:17,0
WHERES WALLY,Pebble,32:17,0
he does have good head if hair rn,el light,32:17,0
Dr likes his free island vacations,Today’s Tomorrow,32:18,0
They didn’t both physically hurt each other,ezip,32:18,0
the last duel,pablo rosales,32:19,0
This doctor is for both sides. ,LG,32:19,0
Ambers lawyers committed fraud to the court ,Brooke Morrison,32:20,0
Is there anybody whos on ambers side? ,Anna Dózsa,32:21,0
اها اجل كذا يب اتفق ,Alaa,32:21,0
lol Johnny is no victim neither is Heard,Meg,32:23,0
:socialdist::socialdist::socialdist:,Harneet Kour,32:23,0
why is marty mcfly here,lexie loves wallows,32:24,0
هذاا اللي ما فاهم ام السالفه,Dev,32:24,0
Is Elons testimony also pre recorded?,Selina,32:25,0
"School is out so the children with no supervision are saying ""This is so boring"" ",SHARON'S SPIRITUAL SPACE,32:28,0
glamping,Do Li,32:31,0
come on let jonny go of everything she tripping it simple she cray cray,Scott Budluv,32:31,0
"La enfermera le daba actualizaciones sobre el estado de Johnny constantemente y él iba a verlo una vez al día y preguntaba por él durante todo el día, la enfermera veía a Johnny durante todo el dia",Alejandra Lopez,32:32,0
Johnny all the way ,Fatima Elmazloum,32:34,0
جوني ما ضرب امبر ما في دليل,Waad El kaaki,32:34,0
He’s a yes no man,Andrea LaLoca,32:35,0
May Kentucky Fried Justice be Served for Johnny:french_fries::chicken:,NurRayArt,32:35,0
Elvis bagged my groceries last night at Safeway ,Robert Sole,32:36,0
WAIT SO IF ITS PRERECORDED HAS THE TRIAL ALREADY ENDED?,Aimee Nicholl,32:38,0
here it comes! here it comes! the broken door lie!!!,Lorry Jennifer,32:38,0
Terri you know about musk ??,Pamela Wolfe,32:38,0
Is Johnny Depp winning currently?,A S,32:39,0
Who is this man?,casey 💜,32:40,0
This is sooooo irrelevant,Patricia Burns,32:41,0
doc,Daniel Fiore,32:42,0
"If the just look at messages, calls and video evidence on cctv then it WOULDVE BEEN OVER BY NOW",Someone you might know,32:43,0
DON JUAN DEMARCO...dot dot dot :dothefive::dothefive::dothefive:,Avila Moreau,32:43,0
هذا الشاهد ممل ,No Al,32:44,0
careful Amber people may dox Johnny fans again,Terrie Cooperman,32:44,0
THIS IS PRE RECORDERED INTERVIEW made in 2021 with the KippMeister shown at the live trial happening right now in 2022,Dorian Dundee,32:44,0
se agradece mucho las traducciones que nos facilitáis al castellano.,Loli Dolores,32:46,0
Amber killed John Kennedy,Sinz83,32:47,0
 He brought the nurse and doctor to his island to detox,Ernestina Clementine,32:47,0
We got the BREATHER again,MirrorWitch13,32:48,0
"New Coptales&Cocktails Episode With Sean ""Sticks"" Larkin & The BTK Whisperer! Listen Now! https://podcasts.apple.com/gb/podcast...",Nightbot,32:48,0
I can only blame myself for watching this for so long have a great day friends lol,Eric M,32:49,0
this is boring :sleeping_face:,Theory Of Personality,32:50,0
This may have been answered but Why is he on video and not present for the trial. Testimony like this I would find useless if I were on jury. I want to see you in the room.,william D'Angelo,32:51,0
TF IS HE TALKING ABOUT A CANTINA,Janelle Honles,32:51,0
El señor quien es??,Georgineta,32:52,0
Was he able to finish detox?,Marcia Braga,32:52,0
tomorrow is JOHNNYS TESTIMONY,Laura B,32:53,0
I bet they were some nice yurts.,Lisa Smith,32:57,0
:sleeping_face::sleeping_face::sleeping_face:,loulouchick,32:58,0
اتفق مع Waad بس,Alaa,32:58,0
"D Bloom.. yes the richest man is visiting a heartless harlot, they probably mesh well, she picked the wrong rich man, well maybe not, richest man could be daddy to ah baby, so she'll be set for life",Theresa Coy,32:59,0
TEAM JOHNNY DEPP:purple_heart:,delaram sh,32:59,0
i'm against mob hatred. it's evil. everyone hating on her is evil.,la pace sia con voi,33:01,0
:buffering:boring ,Munira Ali,33:02,0
he's in a detox out Island he must have been crazy on those drugs #justice for Amber :raised_fist::raised_fist::raised_fist:,gokeep,33:02,0
I'd you dont see how johnny is the victim in this you have bad judgment and your life is in shambles because of it,el light,33:03,0
What is this a distraction from in Virginia.. :thinking_face:,Sylph OftheWildWoods,33:03,0
BIGGEDY BIGGEDY BONG,THE BAR MAN,33:03,0
"his ""little home"" weird descriptor. shade for sure",D Bloom,33:04,0
johnny is winning?,mommysboiii,33:05,0
why did they turn on slow mode? noooo,hadeel,33:05,0
did Angelina Jolie sleep with Amanda Heard?,Grimmer Twin,33:05,0
@Chris Gonzalez look it up if you dont believe me. Getting off of prescription meds that are addictive is painful let alone a highly addictive narcotic ,Kris O,33:06,0
poor child of hers,maureens100,33:07,0
LOL SINZ,Excellent Cman,33:07,0
WHO IN HERE IS TEAM AMBER?,J4Y,33:09,0
its not a sports match,Claire Doyle,33:09,0
JOHNNYS TESTIMONY IS TOMORROW!!!,Brittany Hope,33:10,0
:face_vomiting::face_vomiting::face_vomiting::face_vomiting:,Chloe M,33:11,0
IMAGINE IF ANGELINA & JONNY,T Ghost,33:11,0
if yall think its boring then dont watch..,lexie loves wallows,33:11,0
AnGEliNa JoLIe ISNT HEREEE GUYS STOP IT,TakeTheVibes,33:12,0
hi,Bianca,33:12,0
This guy could put a snail to sleep,dodie sweeney,33:13,0
Amber left a Payday on the Bedspread,ITcanB,33:13,0
did he say a can of tuna?,lupelupelupe,33:13,0
he was having Adenochrome withdrawl,Meg,33:14,0
في ادلة انو ضربها اكو صورة الها و هي مضروبة و عيونها احمر ,No Al,33:14,0
HE WAS DRUNK,TFalcon,33:15,0
Bish,SHARON'S SPIRITUAL SPACE,33:15,0
"IF THEY BELEIVE AMBER I DONT BELEIVE IN THEJUSTICE SYSTEM, I'D SAY CORRUPTION ",Savana,33:16,0
AMBER MAMASITA,Toti 400,33:16,0
The trial has started this deposition is being used as evidence,ezip,33:17,0
:face_vomiting:,Chris baka,33:17,0
اييععع امبرر,Dev,33:18,0
Narcissists often times keep the victim up all night in an attempt to push them towards anxiety. This gives the Narcissist opportunities to socially demean them. ,Suzan ~ JTF ,33:19,0
کهکه نخور جانی رو نشون بده,kiana2049s,33:21,0
"This is only pre recorded testimony, there will be live testimony also",C.213,33:21,0
el señor q está hablando era el doctor de Johnny Depp durante ese tiempo,Nisrine,33:22,0
DEAD MAN ...dot dot dot :dothefive::dothefive::dothefive:,Avila Moreau,33:22,0
Skrrrt up in Yurt,The Solitary Soul,33:22,0
Amber hot in curls,Robert Sole,33:22,0
HER BUTTHOLE EYES,Janelle Honles,33:23,0
nope but I watch the news Paul bettany and Elon are testify by internet,Terrie Cooperman,33:23,0
:thumbs_up:,Pebble,33:24,0
When did it start! ,Jessica Aguirre,33:25,0
Man there just talking about there lives. That really sucks ,Angelina Cobos,33:26,0
I wanna throw up,Miss Sunny Side Up,33:26,0
Why is amber such a child ,BigMusti,33:26,0
JUSTICE FOR JOHNNG DEPP,alie miller,33:27,0
Depositions are boring. I want some people in court to be interviewed,Amica Cream,33:28,0
ew,inureflower,33:28,0
Amber looking like she aint got any sleep in days,xxPageProxx,33:28,0
Amber looks so obnoxious ,Pmz,33:29,0
He wanted coke and booze... then women....,Richard Poplis,33:29,0
:nauseated_face::nauseated_face:,Georgineta,33:30,0
:oops:,ervyms rico,33:30,0
Dr. David Kipper - Treated Johnny Depp,Rosemary & Thyme ,33:31,0
asco,D ́ Lewellyn,33:32,0
he is a Drug Treatment doctor,Freedom,33:32,0
"El doctor lo vio en un restaurant/bar y Johnny se veía frustrado, fue durante su reahbilitación",Alejandra Lopez,33:33,0
seeing the comments of some people is a joke... some people need to stfu and not comment so much,Seshan Krishnan,33:35,0
"She knows she's gonna get caught for lying, oh wait she already did.",Someone you might know,33:36,0
angelina is also biseual,Rii Ru,33:36,0
"Did someone tell Johnny to pull his hair back? Now, they are both in suits with updo. :face_with_tears_of_joy:",Melanie Lawrence,33:38,0
IRRELEVANCE,Patricia Burns,33:39,0
Casey he's the doctor who was treating him for drug addiction .he was there after finger incident in Australia,jessy 76,33:39,0
TEAM NEITHER HERE! BOTH HORRIBLE.,Mercy Me,33:40,0
:green_heart:-Johnny Supporter,Diana Cruz,33:40,0
Tapering is fickle.,s h a d ø w b a n n e d,33:40,0
i do not recall,sophie,33:40,0
The smirk on Amber's face........,Kaiya,33:40,0
Amber gone of the xans :zzz: ,Teddy G Beats,33:40,0
AMBER IS NO VICTIM.,Emma Louise,33:40,0
@Meg :thumbs_up:,Sylph OftheWildWoods,33:41,0
AMBER LOOKS INCREDOB;E,Excellent Cman,33:41,0
Pass more notes why don’t you amber ,Jordanna Leigh,33:41,0
she looks emotionless,Indigo,33:41,0
Jesus what happened to her face ,Creepy Spider,33:41,0
new goofy hairstyle unlocked ,paintedlady,33:42,0
Johnny testimony is now and these are his witnesses ,Joseph George,33:43,0
Eduardo wtf u mean? People like Johnny? He's the most down to earth celebrity I've ever seen. He is a gracious person even to people in his life who aren't celebrities.,Angela Bierman,33:43,0
Pueden traducir en español? :pleading_face:,Tatiana Alvez,33:43,0
:face_vomiting::face_vomiting::face_vomiting:,Dan,33:43,0
همون دیگه جانی رو نشون نمیده,m.s madani,33:44,0
"Team Johnny, but even Johnny doesn't approve everyone hating on ex wife",la pace sia con voi,33:44,0
:frowning_face::frowning_face::frowning_face::frowning_face::frowning_face:,Harneet Kour,33:45,0
Find out where you can watch Law&Crime Network In your area or even on YoutubeTV! https://lawandcrime.com/where-to-watch/,Nightbot,33:45,0
amber looks so beautiful,lupelupelupe,33:45,0
wtf is amber wearing,lexie loves wallows,33:46,0
AMBER LOOKS TIRED.. MUST HAVE PARTIED ALL WEEKEND.. OR CRIED CAUSE SHES GONNA LOSE! ,poozepoo,33:46,0
He was detoxing of course he was aggrivated,Michelle D,33:46,0
Justice for Johnny Depp,Aimee Nicholl,33:47,0
I can't hear anything,Sciencegirl,33:48,0
sick lass.,Robert Rankin,33:49,0
Today I wear emaciated makeup hahaha,Gabriela,33:51,0
@Janelle Honles Hahaha,AkaRanunculus,33:51,0
Amber looks more beautiful than ever this morning,Bob Abooey,33:52,0
Amber done her make up in a away to look sad and depressed,Sinz83,33:53,0
"we should start a new group, Mens Lives Matter they should be believed when they are the victim of DV",Melaniejj,33:53,0
Ambusher If it wasnt for JD you would still be with your girlfriend begging for bit parts in movies...You should be thanking JD not sueing him..jmo,dodgingbullets,33:54,0
Amber heard a narcissist,KongSkullIsland,33:54,0
Jury is already sleeping. ,Marty McFly,33:55,0
she looks even worse than usual,pattie,33:56,0
She looks like she is high to me,Let No,33:57,0
Man she's is good looking ..Lucky lucky Johnny ,This Is England,33:57,0
JOHNNYS TESTIMONY IS TOMORROW!!! :red_heart: :red_heart: ,Brittany Hope,33:58,0
This is her wanting more attention ,Sheila kunkel,33:58,0
justice for Johnny Depp,talk tea,33:58,0
Amber must have read the reviews on her appearance. Today’s hair is much better ,DixieDoodles,33:58,0
Fue el médico contratado para tratar las adicciones de amber y johnny ,Flavia Giuliani,33:58,0
"you should read a bit about this ""doc"" he is well known and been sued for his type of detox!!!",daniel Bobberson,33:59,0
She looks exhausted. Her child didn't keep her up. That is I partied overtime exhausted not kid exhausted,Patty Bickham,34:00,0
ugh Amber's expression is just simply annoying,Do Li,34:00,0
Who’s that breathing so loud?!!!!,Veleno 21,34:01,0
tf she writing? :face_vomiting::nauseated_face::nauseated_face::nauseated_face::nauseated_face:,x storms,34:02,0
"WOULDN'T YOU,IF YA HAD TOO LOOK AT AMBER'S FACE,, ID BE LOOSENING MY MIND,,",Trevor Stewart,34:02,0
CAN WE PLEASE STOP THIS MAN NOW DOT DOT DOT,Libona Depp,34:03,0
JUSTICE FOR JOHNNY DEPP,PePe,34:05,0
جانی کو با اون موهای جیگرش جانییی,kiana2049s,34:05,0
gracias Alejandra López ,Paulina HL,34:05,0
amber is so hot ,Adan De Los Santos,34:05,0
tomorrow is Johnnys testimony!! yeeeeeesssss! #justiceforjohnnydepp :red_heart::red_heart::red_heart:,Bianca Stocker,34:06,0
eww she doesn't deserve screen time at all,Josh Lieschke,34:06,0
so this video log thing is pre recorder and this guy is just BLAAAHHH like get on with it man .....,Sasha Smith,34:07,0
I can’t work tomorrow and miss Johnny Depp testifying. :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,Hard to Handle,34:08,0
She looks entitled ,MC .Woodall,34:08,0
Victimhood at its finest ,Munira Ali,34:09,0
coke is a great way to hedge against inflation go buy a bunch,Daniel Fiore,34:10,0
KHARA AMBER ,ArianaGrande_ Fanaccount,34:10,0
lol amber is reading online comments about her appearance and demeanor. She looks so different than the other days,Dorian Dundee,34:10,0
في ريتارد عربي هنا يحسب صور امبير وهي مضروبه كلها حقيقيه ياخي امبر اعترفت بصوتها انها ضربت جوني ومافي دليل ان جوني ضرب امبير,Alaa,34:11,0
amber looks like shes going to a funeral,hadeel,34:11,0
THIS IS WANK,THE BAR MAN,34:12,0
:skull::skull::skull::skull::skull::skull::skull:,Miss Sunny Side Up,34:12,0
I need my arnica make up ,Ciao,34:12,0
BOUT' TIME A HOUSE FELL ON AMBER.,Emma Louise,34:12,0
wtf is wrong with her face :grinning_squinting_face:,JUHANN YOUNG,34:14,0
Who is this ,merlijne wallijn,34:15,0
"OBJECTION,, IRRELEVANCE",Patricia Burns,34:15,0
dont :camera_with_flash: amber I’m gonna spew :nauseated_face:,Chris baka,34:17,0
OK who is the heavy breather,Jackie TheDunn,34:18,0
fustrated and uncomfortable duhh,Lucy x,34:20,0
they were both abusive but johnny doesn't deserve this !!!!,Laura B,34:20,0
relationship was TOXIC! Both are to blame,loulouchick,34:20,0
it's annoying seeing her write notes to these lawyers and then they say things upon cross examination,Katerina Salvatore,34:22,0
شبي هذاا نايم شاهد زربه,Dev,34:22,0
"@lupelupelupe You mean haggard, lol",AkaRanunculus,34:23,0
when is this doctor leaving,sxvnkiss huh,34:23,0
#justicefordepp,gowri,34:24,0
AMBER DOES LOOK :nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face:,T Ghost,34:25,0
show johnnnnnnnnnny,meli depphead,34:25,0
she was probably pouting because the local store sold out of cadbury egs before easter...how dare they!!,Nancy E,34:26,0
SHE LOOKS HUNG OVER.. AND SHE WONT KEEP HER HEAD OR EYES STILL WTF,poozepoo,34:26,0
No recuerda si Amber le enseñó heridas en su cuerpo y si las hubiera visto las tendría que haber reportado ,Alejandra Lopez,34:27,0
alguien puede traducir en español porfavor?,Matilde Pose,34:27,0
Baldwin 100% guilty,Ed Haskell,34:28,0
JUSTICE FOR JOHNNY DEPP !!!!! :red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark::skull_and_crossbones::red_exclamation_mark:,Бравый Чел,34:29,0
"why can't i see amber, I see an old dude",Rii Ru,34:30,0
@DixieDoodles that means she's been on social media again ,Zoe's Movie Corner,34:32,0
:dragon:You are a bitter bitter entity AH,dodgingbullets,34:33,0
arnica cream the wonder cream,el light,34:33,0
lo siento no podemos traducir todo que dicen,Malak Chouraiki,34:33,0
MY AMICA!!!!!!!!!!!!!!!!!!!!!!,Janelle Honles,34:34,0
She should get Elon Musk the father to help her out,SHARON'S SPIRITUAL SPACE,34:34,0
DONNIE BREASCOE...dot dot dot :dothefive::dothefive::dothefive:,Avila Moreau,34:35,0
"“ tell them Johnny tell the world that I Johnny Depp, a man, I too am a victim” - yours truely amber heard",ezip,34:36,0
women like her make it so hard for real victims..yukkk,aerita,34:36,0
no ppl follow....it's not criminal case it's civil. been in the works for years. PRERECORDED depositions from when this all started,Natoshia Smith,34:38,0
she tries to look sad but she looks high af,Nooshin Zarrini,34:39,0
POOPGATE,thesoopermelly,34:39,0
The public will struggle to view Heard positively again after what she's done.,s h a d ø w b a n n e d,34:40,0
justice for Captain Jack Sparrow,KongSkullIsland,34:43,0
Does Johnny still own the island? ,Ciao,34:44,0
Amber heard has a child ,Care_Inn,34:47,0
Just me that cant see amber can only see me kipper ,Aimee Nicholl,34:49,0
hmm,Blue,34:50,0
"Patty Bickham she’s also aged a lot, bad genes :flushed_face:",Adrianne,34:51,0
Amber looks so fresh and beautiful ,lupelupelupe,34:54,0
:two_hearts::two_hearts::two_hearts::two_hearts:,KitKat,34:54,0
JACKIE; IT'S THE CAMERA MAN BREATHING HEAVY,TFalcon,34:56,0
cute,młodzix naciak,34:57,0
swag tie ,blueoliwia,34:58,0
JOHNNY DEPP I LOVE YOU :face_blowing_a_kiss::red_heart:,PEAK TYAN,34:59,0
I feel bad for her kid too. Will grow up with a raging mother. But…Elon Musk is daddy so $$$ will not be an issue ,LG,34:59,0
Does the Kippster have a twitter account? ,Dorian Dundee,35:00,0
LOVE JOHNNY !!!!:red_heart::red_heart::red_heart:,Бравый Чел,35:00,0
YASYYYYY JOHNNYYYY,hadeel,35:01,0
"this guy is typical Beverly HIlls ""concierge dr"" making lots of money on strung out stars.",daniel Bobberson,35:02,0
:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,Sweet_Nightmare,35:04,0
"BRO AMBER JUST ADMIT IT, GO TO JAIL, DO THE CRIME AND LEAVE MY BOY JOHNNY ALONE ",Savana,35:04,0
@Rii Ru I'd rather see Kippers face then Ambers,AkaRanunculus,35:04,0
W DOCTOR,Hanam,35:05,0
Johnny rocking the cool as f look,J4Y,35:05,0
"YAASSSSSSSSSSSSSSSSS, SO YUMMAY",Janelle Honles,35:05,0
LUCKY CHILD,Excellent Cman,35:06,0
Johnny looks fresh ,Barno Fischer,35:06,0
المهم يا جماعه حاسبوا لا تزق امبير في سرايركم,Alaa,35:07,0
Alejandra gracias por la traducción!,Jessica Lesmes,35:07,0
جیییییغ,kiana2049s,35:08,0
Ambers been drinking her Amica,James Stewart,35:08,0
:face_with_tears_of_joy::rolling_on_the_floor_laughing:,Michelle D,35:09,0
"OBJECTION, these lawyers are wasting people's time.. Free Johnny Depp",Kirdisha Mc Guire,35:09,0
Who is this ? ,merlijne wallijn,35:10,0
End this dr stuff..plzzzzz,dodgingbullets,35:10,0
"subtitles do not understand DEPP. dope, desk, duck, death,... Or it is in AH camp.",Alicia,35:11,0
Amber looking like she just pulled her curlers out without out,ITcanB,35:11,0
looking sharp today johnny!,April C,35:11,0
<33,D ́ Lewellyn,35:12,0
No! hahahahaha Amber you liar,SHARON'S SPIRITUAL SPACE,35:12,0
Johnny is lookin good,M Beau,35:12,0
I wonder whether they'd both be in this position if drugs & alcohol were not in the equation ,pete k,35:13,0
JOHNNY LOOKS SO FINE OH GOSH,jcdeppii,35:13,0
KINNG JOHNNYYYY,Nisrine,35:13,0
no importa si no puede esta bien asi ,ervyms rico,35:14,0
"I'm at work so it's hard to keep track, is kipper against johnny or ???",Ashley C,35:14,0
I’m always curious as to what they are writing down. ,Stephani McBain,35:15,0
what kind of drugs does amber like?,Adan De Los Santos,35:15,0
people rememeber. this is Johnny's evidence. he has used this himself. he knows what he's saying. his team know what they're doing with this,Georgia,35:15,0
HE WILL WIN POPULAR OPINION BUT LOSE THE CASE. HE HAS NO CASE OTHER THAN BLONDE GIRL BAD.,Mercy Me,35:16,0
godddd johnnnny,meli depphead,35:17,0
@betty sounds a bit like an angry troll,Bob Abooey,35:17,0
hi johnny,Holly Is Alive,35:18,0
Johnny Depp looks amazing and beautiful :red_heart:,Kat Gill,35:18,0
Amber is always beautiful,la pace sia con voi,35:18,0
never new that care,Robert Rankin,35:19,0
"a.h is done no matter what happens,she will have to go into seclusion after this,no jobs for her she done in Hollywood",el light,35:19,0
LOVE YOU JOHNNY,ppp,35:19,0
POOPGATE :pile_of_poo: don’t get deflected by the REAL STORY ,Teddy G Beats,35:19,0
:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,Sinz83,35:19,0
This testimony is boring ,Pamela Wolfe,35:19,0
Johnny is looking good! ,CraftyCrafter,35:20,0
we love you Johnny :red_heart:,kimya yltgian,35:20,0
taehyung fan?,aerita,35:20,0
She looks bored because it's not about her atm.,Emma Louise,35:21,0
Did anyone see amber smirk when she went to write something down? ,Jade Cruz,35:21,0
NO BRUISES. Amber is a liar,Raveena K,35:22,0
@el light amica,Do Li,35:22,0
wow he looks so distinquished today,dodie sweeney,35:22,0
انت من كل عقلك ؟ جوني سكير و يتعاطى و يدخل في نوبات غضب و يضربها ترة جوني رجال و وزنه ضعف وزنها و اضخم منها يعني مصدك انو ما ضربها ولا مرة ؟ غشيم غشيم شكلك,No Al,35:24,0
All they have to do is catch Amber in lies throughout this process with these witnesses and her credibility will be shot and she will lose with the jury.,B Richards,35:24,0
Mage really thought ppl would take her side ? Bahahahahhaha nope ,Joseph George,35:25,0
Boom. Doctor says no bruises. That’s a big deal. ,Joe N,35:25,0
JOHNNYY,xay,35:25,0
Poopgate!!:rolling_on_the_floor_laughing::pile_of_poo::rolling_on_the_floor_laughing::pile_of_poo::rolling_on_the_floor_laughing::pile_of_poo:,Brianna Smith,35:26,0
Johnny looking fresh with the hair pulled back ,C.213,35:26,0
Johnny looks amazing :star_struck: ,Aimee Nicholl,35:26,0
:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,Mrs. Liberty,35:26,0
of course he is tired this testimony lasts 2 hours,Lucy x,35:27,0
the ZOOM IN :loudly_crying_face::loudly_crying_face::loudly_crying_face:,Miss Sunny Side Up,35:28,0
will vanessa be testified?,Aldene Ygoña,35:28,0
Depp is PSYCHO.,Randy Ward,35:29,0
Johnny looks good :smiling_face_with_hearts:,Care_Inn,35:29,0
Let's see what $camber wears tomortow...,sondrajean955,35:29,0
he has style unlike someone called ehm ehm Amber,Someone you might know,35:29,0
WHEN JOHNNY WINS.... NEXT PIRATES MOVIE!,poozepoo,35:30,0
No vio golpes o moretones en el cuerpo de Amber después de el enfrentamiento que tuvieron ,Alejandra Lopez,35:30,0
Ambers hair looks awful,Krissy T,35:31,0
JOHNNY DEPP I LOVE YOU :face_blowing_a_kiss::red_heart:,PEAK TYAN,35:31,0
Odd how Johnny has his hair up today and Amber has hers down.,RealiTea Bytes,35:32,0
zzzzzzzz,Grimmer Twin,35:32,0
He looks mad,DixieDoodles,35:33,0
AAAAH JOHNNYYYY,hadeel,35:33,0
FEAR AND LOATHING IN LAS VEGAS...dot dot dot :dothefive::dothefive::dothefive:,Avila Moreau,35:35,0
johnny looks so perfect!! :red_heart::red_heart:,Bianca Stocker,35:35,0
Depp looks much better - that stringy hair,daniel Bobberson,35:36,0
@Alaa ههههههههههههههههههههههههههههههههه,sxvnkiss huh,35:36,0
my beat Amber gets triggered cause she got a temper on the stand,Terrie Cooperman,35:37,0
Dot dot dot Signature: A warlock from Warcraft,Antonio Navarro,35:39,0
سلامتی ایرانیایی ک اینجان,F,35:40,0
"just examine her expression, she is comfortable with lies, but her face is trying so hard to mantain the same appeareance the whole tryal.",Ingrid Bolaños,35:41,0
Adrrianne NO Bad Night out. Sorry if I spelled it wrong but bad night out. ,Patty Bickham,35:43,0
Hi johnnies hairrrr,m.s madani,35:43,0
Johnny's business is all over the world HE BETTER WIN THIS CASE,Laura B,35:44,0
Johnny looks more relaxed today,Truthshoes101,35:44,0
You would think she would put her acting skills to use and fake sincerity and hurt,Patricia Burns,35:45,0
DOES ANYONE HERE LIKE BOTH JOHNNY AND AMBER? I DO,Excellent Cman,35:46,0
LMAO,Angela,35:46,0
BRUH SHE JUST WANTS THE MONEY ,Savana,35:46,0
Who’s Johnny Depp??,Ron Anderson,35:47,0
Ooooh he’s looking good today :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,Natasha Jackson,35:47,0
"Lupelupelupe na, she looks a good 10 years older than she is..:thinking_face::flushed_face:",Adrianne,35:47,0
He looks so good!!!,Theresa Malcolm,35:48,0
dep is s gentleman and a scholar i back that,Scott Budluv,35:48,0
EW,PePe,35:49,0
he has a great face...needs to stop hiding behind his hair,Nancy E,35:49,0
LOVE guys with pony tails. Wish my husband could wear one.,Jane Doe,35:49,0
"el doctor dice que durante ese tiempo no le vio ninguna herida, moretón, rojez ni nada a Amber Heard en su piel.",Natalia Dominguez,35:50,0
AMBER MAMASITA,Toti 400,35:51,0
Body language of Aber Heard is incredible.. Justice for Mister Deep !,Morgane Didi,35:52,0
justice for Captain Jack Sparrow :pirate_flag:,KongSkullIsland,35:52,0
"His ""little"" house is probably three times the size of my home :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Suzanne Millius,35:53,0
How is depp a psycho??,Rissa Hollar,35:53,0
Amber is rockin the demon look,J4Y,35:54,0
Ewweeee,SHARON'S SPIRITUAL SPACE,35:54,0
"When Depp wins, no more Pirates movies. Disney screwed up. They don't deserve Johnny!",Kat Gill,35:56,0
#justiceforjohnnydepp ,Kasey Weston,35:56,0
"@Savana, this is a civil trial not a criminal trial. ",Mindy S,35:57,0
:pile_of_poo:gate is born!,Dorian Dundee,35:57,0
Johnny GO GO GO:thumbs_up::thumbs_up::thumbs_up:,Claudia castañeda,35:58,0
"Agreed Teddy, Ambers desire to poo on peoples things should be front and center.",Joe N,35:58,0
Johnny is Zaddy :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,Kirdisha Mc Guire,35:58,0
BAM another to say no bruises or Mark's HAHA well well well .......,Sasha Smith,35:58,0
Johnny,Csanádi Jázmin,35:59,0
1980'S TIE ON JD,TFalcon,35:59,0
"the color, yeah. it looks a little brassy, but she doesn't do it herself.",la pace sia con voi,35:59,0
love you Johnny you are innocent no matter what,Josh Lieschke,35:59,0
"Amber, it's going to be alright. Take care of your newborn babies. :heart_suit:",Dan Iel,36:01,0
What a pretty face,Watcha Doin,36:01,0
She looks constipated again.,Wendy Addleson,36:01,0
:nauseated_face:,hilal,36:02,0
Amber wore basically only foundation probs trying to prove she does it sometimes - It's all a show to her,Laura Harris,36:03,0
SMASH THAT LIKE BUTTON FOR THE HOST,Robbie S,36:03,0
Justice for Johnny Depp!!,Mari Davidson,36:04,0
kipper looks like the dude from despicable me,Lilly Bean,36:05,0
