messages,all_authors,timestamps,money
team Depp,Alessandra Rose,-0:04,0
you got this johnny ! :heart_suit:,FannyChtl,-0:04,0
#JusticeForJohnnyDepp,Louise Hatfield,-0:02,0
DOES AMBER EVEN HAVE 7 MILLION TO GIVE TO JOHNNY IF HE WINS?,Jess lyn,-0:02,0
"So, Will Amber dress up like a priest today?",Mz Liz,-0:01,0
Wtf did someone just say justice for amber :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ,•SUNSHINE•,0:02,0
Johnny Depp is innocent,Lidia Okrasa,0:09,0
"i also feel amber will win, sadly. but we still have a long way to go so who knows",vegeta,0:11,0
did anyone see the picture of the poop on the bed I had to Google it,lynzi elle,0:11,0
PUT :heart_suit: I F YOU ARE WITH JOHNNY !!,Blanca Martinez,0:12,0
"@Suzanne Millius Gotta have at least 8 buckets of popcorn, for the next 8 hours :grinning_face:",Roy4114,0:13,0
Justice for Johnny,Kentucky Chic,0:13,0
johnny:heart_suit:.,Mahsa Mmm,0:14,0
HIS HAIR,Kaitlin Lewis,0:14,0
WERE HERE FOR YOU JOHNNY ,Aimee Nicholl,0:14,0
HE IS SO CUTE!,FannyChtl,0:16,0
the president???,sophie,0:20,0
lets goooo,GOL 99,0:21,0
she pooped in their bed cos he was late for her birthday party,Exploring with Lisa,0:21,0
eyy¨,Axeson,0:22,0
Not me switching off the Tv because Aquaman was on :skull:,Wassollichsagen ?,0:22,0
:red_heart:,Malwolf9,0:22,0
it's timeeeee,Elizabeth C. A.,0:22,0
Both to air their dirty laundry for everyone to hear,TFalcon,0:24,0
:red_heart::red_heart::red_heart::red_heart::red_heart:,Louise Hatfield,0:24,0
Justice for Johnny:virtualhug:,J E,0:24,0
JD Looking handsome today ,kayla micky,0:24,0
she kept the money shes not even worth that much,Rhonda R,0:25,0
"For those who want to know the legal term for the type of libel Amber is accused of, it’s called Libel per quod = libel by implication. ",j. Chase-Russel,0:26,0
J4J (Johnny4Justice) :red_heart:,NurRayArt,0:27,0
Did she rob his closet today too ,V T,0:28,0
HERE WE GOO!!!!!!!!!!!,Jay Hyland,0:28,0
:red_heart:,Marise T,0:29,0
justice for Johnny,julie,0:29,0
let’s go!,mimi,0:30,0
HIS HAIR I LOVE IT ,libby marlow,0:31,0
LETS GO,Hayden Ellingworth,0:32,0
JOHNNY LOOKS STUNNING TODAYY,meh.,0:32,0
hi everyone,Laura Campbell,0:32,0
justice for johnny :hundred_points:,Southern girl,0:33,0
:red_heart:,GOL 99,0:33,0
johnny u got this!!!!,FannyChtl,0:33,0
his hair:pleading_face::smiling_face_with_heart_eyes:,vegeta,0:34,0
Amber Head & Evan Tachel,MaRs Oblivi0n,0:35,0
johnny looking handsome as eevr,karo,0:37,0
This is sad ,Ronda Taylor,0:38,0
justice for our captain,Thales Verissimo,0:38,0
:rose:Better with the hair back John..Kudos!!!,dodgingbullets,0:38,0
"love the ponytail, way to go Johnny",Jennifer Williams,0:39,0
I know Johnny depp :eyes:,Lola Granados,0:40,0
:red_heart:,Christina Troest,0:40,0
"Yesss johhny with his hair up, purr sir ",Janice Fenech,0:40,0
ah he looks amazing,sophie,0:41,0
here we go people. come on Johnny.,Rhee Worthington,0:41,0
Justice for Johnny ,Kamila Alves,0:42,0
@Kaitlin Lewis I know,雅咪子,0:43,0
she doesn't stand a chance. Johnny all the way,Eastham Family,0:43,0
omg his hairrrr,Baybedogge,0:43,0
jd the hair!!,Melaniejj,0:44,0
happy Monday everyone!!!🇨🇱,T3hlidd0,0:45,0
latam presente ,Gabriela,0:45,0
Johnny looking gorgeous!!!! ,Noora,0:46,0
Aw! His haircut!,Gen,0:47,0
OMG HIS HAIRRRRRRR AAAAA,Esmee Malfoy,0:48,0
Hi,Little Neptune,0:49,0
He looks great today :slightly_smiling_face: Justice for Johnny! ,Desiree,0:49,0
Justice for Johnny ,Josue Gonzalez,0:50,0
JOHNNY :growing_heart::growing_heart::growing_heart:,Julissa Lucio,0:51,0
Justice for Johnny Depp :four_leaf_clover:,maria faria,0:51,0
justice for Johnny depp :red_heart::raised_fist:,Devika Ok,0:51,0
wooo team johnny,Peter Kelly,0:52,0
#teamjohnny :red_heart::red_heart::red_heart:,Georgina Niles,0:53,0
I was so confused :loudly_crying_face:,Karla,0:53,0
steroids wuldve made sense since aggression,Jasnah Kholin,0:53,0
i think shes worth like 7 million,Rhonda R,0:54,0
JOHNNY :red_heart:,onastyamiga,0:54,0
:red_heart::red_heart::red_heart::red_heart:,valen,0:54,0
HE LOOKS SO GOOD ,Wassollichsagen ?,0:55,0
WTF?!,Brianna Smith,0:55,0
Lord he is one gorgeous man,Rachael Jones,0:56,0
JD :red_heart: looking awesome today :red_heart: JUSTICE FOR JD,Malwolf9,0:56,0
Johnny got the drip :stop_sign: ,Tommy,0:57,0
jonie in the jail,Cir,0:57,0
:red_heart::red_heart::red_heart::red_heart:,Deb,0:57,0
Let’s get ready to r u m b l e ,Hoppy Hoppy,0:59,0
THE HAIR,Yara,0:59,0
Looks great as usual ,Harmony-lee Fleming,1:00,0
He looks more confident today and happier. Or is that just me ,kayla micky,1:00,0
Here we go. ,Walking with Heather,1:00,0
I wish they would shoe them coming into court again :pensive_face:,Janae Winemiller,1:00,0
c,JaneDotCa,1:01,0
#justiceforjohnny,Katrina Minshew,1:01,0
JUSTICE FOR JOHNNY DEPP ,libby marlow,1:02,0
his hairrrrrrr ,Alice Kirkbride,1:02,0
#JusticeForJohnnyDepp,Miroslav Věženský,1:03,0
NOT AMBERS HAIR LMAOAOOAOAO,mothafucka,1:03,0
I'm not hearing anything,Mia Anthony,1:03,0
Aww he has a ponytail to day!!! Go Johnny ,Elz,1:03,0
We out here!! ,Ciao,1:03,0
WHY WOULD A NEWLY WED CHEAT,Begitte Olsen,1:05,0
oh there's amber,Matilde Cassian,1:06,0
 JUSTICE GOR JOHNNY,toji fushiguro,1:06,0
If you are for Johnny then comment a green heart :green_heart:,SuperIMpulsiV,1:06,0
JOHNNYY :red_heart::red_heart::red_heart::red_heart:,Bully Maguire,1:06,0
I 100% SUPPORT YOU JOHNNY :star_struck::star_struck::rose::rose::rose::rose:,Canadian Girl 1989,1:06,0
hair like in chocolat,vegeta,1:07,0
johnnyyyyyy,młodzix naciak,1:07,0
#JusticeForJohnnyDepp,Facu Piratas Delgado,1:09,0
We love u Johnny best wishes xoxoxoxox,Angelina Cobos,1:09,0
So good to see him laughing!,Rachael Jones,1:10,0
:star_struck::star_struck::star_struck: Johnny,The Thinker,1:10,0
is it Johnny?,Brandy Jackson,1:10,0
Team Johnny :infinity:,smoothandchunky1,1:11,0
He’s so cute :tired_face:,Jessica Bachmann,1:12,0
go Johnny! we believe in you! :heart_exclamation:,Sabrine EB,1:12,0
ooooomg is soooo cute,Baby Pilli,1:13,0
love his hair,toji fushiguro,1:13,0
"Whoever is from Owensboro, Ky stop by Wasabi and request Precious or Jade. Drink on us!",Tiffany Dowdy,1:13,0
Johnny got the drip :stop_sign: ,Tommy,1:13,0
I didn't recognize Johnny with his hair back. Looks happy today,D Bloom,1:13,0
You got this! ,Cassandra Luna,1:14,0
Johnny with his pony tail :tired_face:,Maria Osornio,1:15,0
Justice for Johnny! ,Justruth1,1:16,0
love johnny!! :purple_heart::purple_heart::purple_heart::purple_heart:,cinnamon girl,1:18,0
Justice for Johnny,Ronda Taylor,1:18,0
can these people hurry up,SilverFox ,1:18,0
id kill for sound,S T,1:18,0
im hearing everyone out.,mothafucka,1:19,0
we've got this,The_LibsterGames,1:19,0
Wow he chopped it off ,Brittany Griffin,1:20,0
HABIBI LOOKING GOOD:fire::red_heart::smiling_face_with_heart_eyes:,Brown Eyez,1:20,0
ahhh omg johnnys hear!! :tired_face::red_heart:,Bianca Stocker,1:21,0
Manbun,TFalcon,1:22,0
"omg his hair, nearly didnt recognise him",WolfMyth,1:22,0
Ohhh johnnnny mmmmmayyyyyy,Ciao,1:22,0
We love you Johnny!,Andrea,1:22,0
You look so polished today JD........,dodgingbullets,1:23,0
#justiceforjohnny,Lindsay Robson,1:23,0
Ooo we’re seated and READY ,Britny,1:23,0
Justice for Johnny Depp,KongSkullIsland,1:24,0
I’ve not seen 1 single person on anything that’s for Amber :rolling_on_the_floor_laughing::face_with_tears_of_joy:,Stacy Tesic,1:25,0
U GOT THIS JOHNNY :green_heart:,Nadine Montez,1:25,0
Omg Johnny's Hair :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,JaneDotCa,1:27,0
"JOHNNY, JOHNNY :flexed_biceps::flexed_biceps::flexed_biceps::hundred_points::hundred_points::hundred_points::party_popper::party_popper::party_popper::heart_suit::heart_suit:",Blanca Martinez,1:27,0
"ok, they switched hairstyles omg lol",diaryofamystic,1:27,0
J4J,Mia Anthony,1:27,0
May Kentucky Fried Justice be Served for Johnny:french_fries::chicken:,NurRayArt,1:27,0
Mmmmkay yes yes ,Ciao,1:27,0
DRIP JOHNNY DRIP,Tommy,1:27,0
his hairrrr:growing_heart:,scales18,1:28,0
Sorry guys evidence suggests Johnny is pretty messed up so far :winking_face:,Thesy Surface,1:28,0
"My sister says he wears a wig, is that true? ",LadyNYC211,1:29,0
good morning Mr. Depp :drooling_face:,Cate S.,1:29,0
Omg Johnny's Hair :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,JaneDotCa,1:29,0
Am I the only one who can’t hear?,Maria Osornio,1:29,0
Loving his hair,Katrina Minshew,1:29,0
I like how he looks with his hair pulled back. Good look for the court room.,RH,1:30,0
Looking forward to Johnny speaking,Lisa Marie,1:30,0
If you are for Johnny then comment a green heart :green_heart:,SuperIMpulsiV,1:31,0
:elbowcough:,Jessica Bachmann,1:31,0
Omg Johnny's Hair :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,JaneDotCa,1:31,0
Johnny is Innocent :smiling_face_with_halo: ,Pamela Ratliff,1:31,0
Love Johnny hair,Ashley Snodgrass,1:32,0
Did Amber copy Johnny's outfit again?,Just Kim 👍,1:32,0
Sound??,Kamila Alves,1:32,0
JUSTICE FOR JD :red_heart:,Malwolf9,1:32,0
Justice for Captain Barbossa:red_heart::red_heart::red_heart::red_heart:,Ilya Grishenko,1:32,0
oooh Johnny with thail ponytail tho,AJ V,1:32,0
Johnny so hot :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,Nicole2282,1:32,0
He looked more relaxed. ,kayla micky,1:33,0
Amber please marry me i would let you ruin my life !!!!!,Bryan Vasquez Escobar,1:34,0
Omg Johnny's Hair :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,JaneDotCa,1:34,0
johnny looks good in a ponytail...amber is going to the red carpet this morning...,maureens100,1:34,0
JD W THE LOW PONY:red_heart:,Brown Eyez,1:35,0
is it on mute?,Little Neptune,1:35,0
Johnny is ready today,Michelle D,1:35,0
johnny #wearewithyou,Tina Farrar,1:37,0
JUSTICE FOR JOHNNY!!!,MISTER PUFF,1:37,0
his hairrrrrrrr,ry,1:38,0
Justice for Johnny!!!! :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,Ochako Uraraka,1:38,0
Love now his tide his hair !!!,siti aisyah,1:39,0
JUSTICE FOR DEPP,Mia Anthony,1:39,0
let's go johnny :pirate_flag:,Shell 2579,1:39,0
:green_heart::green_heart::green_heart:JOHNNY:green_heart::green_heart::green_heart:,RougeWings,1:39,0
Goood looking Johnny :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,JusticeForJohnny,1:40,0
Slick it up baby ,Ciao,1:40,0
I can't spot him! where is he,Bridgett Rose,1:40,0
He is so freaking cute :smiling_face_with_heart_eyes:,Deppheads United,1:41,0
DEAM,Radi Racheva,1:43,0
Anyone who stands up for Amber is as crazy as she is! ,JsBnMe 1,1:43,0
Boston George today:white_heart::white_heart::white_heart::white_heart::white_heart:,Brandy Jackson,1:44,0
I Love His hair like that:thumbs_up::heart_suit::heart_suit::heart_suit:,Kentucky Chic,1:45,0
THE PONYTAILLL OMGGG,MDNBLUES,1:45,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Diana A,1:45,0
JD looks so good,Marta,1:46,0
"oooohhhh, Johnny is looking GOOOOOOD today :red_heart:",The Nightingale,1:46,0
AMBER please marry an ruin my life !!!,Bryan Vasquez Escobar,1:47,0
SHOW THEM CHEROKEE CHEEKBONES,Brown Eyez,1:47,0
Johnny making me have butterflies,Jillian Harrison,1:47,0
WOMEN & MEN WHO LIE SHOULD BE PROSECUTED :hundred_points:,D STREET MEDIA,1:47,0
#JusticeForJohnnyDepp,sıla,1:48,0
Anyone who is on Amber’s side is a :triangular_flag: ,Ebony,1:48,0
they switched their hairsss,Mariam Shiyad,1:48,0
WELCOME BACK EVERYONE!!! I MISSED YOU ALL!!!!,MISTER PUFF,1:48,0
His Haiirrr:fire:,Irem Kolak,1:48,0
Justice for Amber Heard!,lupelupelupe,1:48,0
hes got his hair pulled back not cut,Rhonda R,1:49,0
Let's goooooooooooooooooooooo,David -,1:49,0
his hair :weary_face:,Me Lol,1:49,0
ponytail :smiling_face_with_heart_eyes:,Some Body,1:50,0
No one will win.....So sad,TFalcon,1:51,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Diana A,1:51,0
Johnny lookin hot!!!,Theresa Malcolm,1:52,0
relax it's a PONYTAIL,Andrea,1:52,0
@Maria Osornio I can't either. ,Brooke,1:52,0
cant hear anything ,Nicole Micic,1:53,0
The sound will come on when they are ready to begin for the day,Melinda,1:53,0
Jonnny con coleta es todo lo que necesitaba hoy para ser feliz! ,Anilù Rumán,1:55,0
I LOVED PIRATES MOVIES FROM JOHNNY DEPP,Lola Granados,1:56,0
I didn't even recognize the hair,Marta,1:56,0
hold your horses lol its just hair,Osman Çelik,1:56,0
SHOWTIME BABY!!!!!!,David -,2:01,0
They don’t put sounds until Judge comes ,tuckahh,2:01,0
Team Johnny!!,Natoshia Smith,2:01,0
I've been waiting for this all weekend :growing_heart: Johnny is gorgeous! his hair ..,Eden Anderson,2:01,0
Easter Break did him good. He looks multiple times better. Much improvement. Much healthier. Maybe after hearing the tides are turning in his favor. he is finally feeling vindicated?,Patty Bickham,2:03,0
Oh Lord I've been waiting for this!!,Sunflower Sky,2:03,0
Did johnny finally wash his hair?,lupelupelupe,2:04,0
Johnny:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,Ronda Taylor,2:04,0
JUSTICE FOR JOHNNY:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Kentucky Chic,2:04,0
JOHNNY :heart_suit::heart_suit::hundred_points::hundred_points:,Blanca Martinez,2:04,0
"Sick Hairdo, Johnny! :thumbs_up:",NurRayArt,2:06,0
Love the high pony on him ,Jordanna Leigh,2:06,0
ponytail kinda sexy won't lie,diaryofamystic,2:06,0
Can’t wait,Eden,2:06,0
:buffering:,Jessica Bachmann,2:06,0
YO,Paul Trippy,2:06,0
Johnny snack ,Ciao,2:06,0
GREEN HEARTS FOR JOHNNY EVERYONE :red_exclamation_mark:,Diana A,2:07,0
he looks amazing,fiero becco,2:09,0
SMOOTH CRIMINAL,Brown Eyez,2:10,0
i love you Richard Grieco !,Bryan Vasquez Escobar,2:10,0
pony tale yuck :face_vomiting:,cc,2:11,0
Glad 2 C JD's hair is pulled back ,Roxanne Fields,2:11,0
:green_heart:,Ally Boyd,2:11,0
Her hair looks good today ,Ashley Last,2:11,0
I just want to touch his ponytail so cute :smiling_face_with_hearts: ,Hard to Handle,2:11,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Diana A,2:12,0
is johnny speaking today,Alice Kirkbride,2:12,0
Johnny is so cute:pleading_face::red_heart:,Anastasia Axel,2:12,0
Her former assistant was fierce! Loved her ,Monica Russo,2:13,0
Prayers that Johnny wins,Jazz,2:13,0
JusticeforJD:red_heart:,Malwolf9,2:13,0
not someone saying in the comments that they would let Amber marry them ,toji fushiguro,2:14,0
johnny :party_popper::party_popper::party_popper::party_popper:,Nancy Judith Hernandez Ruiz,2:14,0
A PONY TAIL..NOT IMPORTANT,Begitte Olsen,2:14,0
We love you Johnny :red_heart::red_heart::red_heart:,Ana Pippen,2:15,0
Johnny looks so cute with his bun ,Sarah D,2:15,0
@TFalcon they decide the winner in 6 weeks,Ebony,2:16,0
JOHNNY HOT AAF,Janelle Honles,2:16,0
why there is no sound ?,x storms,2:16,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Diana A,2:17,0
LETS GO #JusticeForJohnnyDepp,Mary-Ann Thorson,2:17,0
#JusticeForJohnny :red_heart:,Ariana Mortem,2:17,0
TEAM JOHNNY :hundred_points::hundred_points::heart_suit::heart_suit::heart_suit:,Blanca Martinez,2:18,0
i am french,val erie,2:18,0
is anyone else screen glitching kind of,Elizabeth C. A.,2:18,0
Just me that cant hear anything?,Aimee Nicholl,2:19,0
He is so delicious,Mandi L,2:19,0
his hair!! :red_heart::tired_face::red_heart:,Bianca Stocker,2:20,0
I can't wait for Amber to be getting her 4 years into prison,Marta,2:20,0
How anyone could look Johnny in the eyes and hurt him is simply beyond understanding !!! I hope Amber gets what she deserves.,Andrea,2:20,0
lets go johnny xx,Sasha Smith,2:20,0
There both wrong but amber shouldn’t have to deal with his drug fueled rage ,Raquel Hernandez,2:21,0
I feel so refreshed when I see Eve Barlow nowhere :smiling_face_with_smiling_eyes:,Carlos Cano,2:21,0
":rose:Theres our JD, the real confident JD...",dodgingbullets,2:21,0
He just tied it up :face_with_tears_of_joy: ,Sara Abdulkader,2:22,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Diana A,2:22,0
 i don't have song what,mushu mouchou,2:24,0
gm @Ciao,Do Li,2:24,0
he didn't cut his hair its pulled back,Rhonda R,2:24,0
his hair :grinning_face_with_sweat::face_with_tears_of_joy: why he did ponytail,The Thinker,2:25,0
I LIT MY CANDLES ,Kentucky Chic,2:25,0
HEARD FOR PRISON 2022 ,CWC,2:25,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,This Can’t-Be,2:26,0
Que hermoso se ve johnny con el pelo tomado :smiling_face_with_heart_eyes:,Yanaly Villalobos,2:26,0
We love u Johnny ,Angelina Cobos,2:26,0
MAN BUN DEPP,D STREET MEDIA,2:27,0
no sound????,toji fushiguro,2:28,0
eve if you are here: FREE PALESTINE AND FREE JOHNNY.,Nisrine,2:29,0
johnny speaks tomorrow I think!!,sophie,2:29,0
Is amber H American?,Yvon C,2:29,0
"Johnny looks confident as usual, Amber looks pathetic as usual",Roy4114,2:30,0
Johnny look amazinggg :smiling_face_with_heart_eyes:,x storms,2:30,0
:red_heart:,Andrea,2:32,0
Johnny the hottie,Cassandra Luna,2:32,0
chocolat vibes :fire::loudly_crying_face:,Hind00JD,2:32,0
he's sooo old,cc,2:33,0
Forever believe him ,Jordanna Leigh,2:33,0
Team Johnny :green_heart:,Maria Gomez,2:33,0
:green_heart: ,Brown Eyez,2:33,0
"If at the end of this trial he doesn’t get up on the stand and tell the judge “it ain’t me you’re lookin’ for babe, eh? It ain’t me…” I’m gonna be upset. ",Zach Reeves,2:33,0
johnny looks beautiful this morning,Missy Gharst,2:34,0
Is she on the phone??,Michelle D,2:35,0
Justice for JD!!,Eden,2:35,0
Both their hair looks good!!!,Theresa Malcolm,2:35,0
johnny is so beautiful!! :red_heart::red_heart:,Bianca Stocker,2:35,0
BEST Look for him so far!,Suzanne Millius,2:36,0
Team Johnny :red_heart:,KongSkullIsland,2:36,0
His hair has me shook :drooling_face:,Alison Whisman,2:36,0
"His hair is still a mess, don’t worry ladies!:smiling_face_with_smiling_eyes:",Andrea LaLoca,2:37,0
team j ,Mahgol Lavasani,2:37,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Liz,2:37,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Brown Eyez,2:38,0
She married for what money she could get out if him. Shame on her.,June P-bell,2:38,0
You got this JD. J4JD ,kayla micky,2:38,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Shell 2579,2:38,0
Oh he be doing some self care he be looking good :tired_face:,Jessica Bachmann,2:39,0
nope it's not... but it's hot,Cate S.,2:40,0
he looks so nice with his hair like that,The Deathly Halløws ⚯͛,2:41,0
HEARD FOR PRISON!,Janelle Honles,2:41,0
his haiiirrrr :red_heart::red_heart:,Nara Zwei,2:41,0
Gotta lol sharp in court,SoCal Rides G,2:41,0
:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart: Johnny,Belinda 007,2:42,0
Tuned in from Sweden :heart_suit::green_heart::green_heart::green_heart::green_heart:,Diana A,2:42,0
THEY DONT PUT SOUND UNTIL THE JUDGE STARTS ,tuckahh,2:43,0
:green_heart::green_heart::green_heart::green_heart::green_heart:,Brown Eyez,2:43,0
the sound will be on in a minute,sophie,2:45,0
that's not a man bun people it's technically a pony tail style,Joey Dewing,2:45,0
waaaait is that eve fartlow on the last sat?,Baby Pilli,2:46,0
JOHNNY DEPP,Nadja,2:47,0
#JUSTICEFORJOHNNY :heart_suit::heart_suit::heart_suit::hundred_points:,Blanca Martinez,2:47,0
No sound because the jury hasn’t come in yet,Chris Price,2:47,0
Hair cut!!,Jodi Lynn,2:48,0
JOHNNY HONNA TAKE THIS DUB ,CWC,2:49,0
"New Coptales&Cocktails Episode With Sean ""Sticks"" Larkin & The BTK Whisperer! Listen Now! https://podcasts.apple.com/gb/podcast...",Nightbot,2:49,0
Amber who :rolling_on_the_floor_laughing:,Lisa Marie,2:49,0
why is there no sound?,Lauren,2:50,0
Ebony; outcome NO WINNERS,TFalcon,2:51,0
I LEGIT LOVE THIS DUDE,ArianaGrande_ Fanaccount,2:52,0
what is she plotting :loudly_crying_face:,Mariam Shiyad,2:53,0
What happened with the sound??,thova heierhoff,2:54,0
HEARD FOR PRISON!,Janelle Honles,2:54,0
Justice for johnny!! :red_heart::red_heart:,Bianca Stocker,2:55,0
He looks wonderful ,Angelina Cobos,2:55,0
"court of all the shady tactics Heard's friends was doing and that the court Sanctions her side for it. JD I believe is the victim here, Justice for Johnny!",Greg Gosnell,2:56,0
@LadyNYC211 last week I was wondering if he had hair transplants because his hair is so thick for his age. But some men don't lose their hair. My ex has a huge amount of hair for an older man- ,D Bloom,2:56,0
dang johnny looking hot today,sunshine ghoul,2:57,0
I hardly even recognized him!,Elena Blain-Ely,2:57,0
Looking great JD :nerd_face:,Roxanne Fields,2:57,0
be careful the court,Asac Sosunov,2:58,0
Oh look...Eve's GONE :slightly_smiling_face:,Annabel M Graham,2:58,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Heather Ballantyne,2:58,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,Laura Campbell,2:59,0
hew where is legendary journalist eve barlow?,Carlos Cano,2:59,0
the legend jd is here,The_LibsterGames,2:59,0
Boo this man eater ! ,MD PSI-RUN,2:59,0
Amber still trying to get a peek at Johnny ,Danni,2:59,0
Justice for Johnny Depp :white_heart:,x storms,3:00,0
Oh he has no style amber really ,Jordanna Leigh,3:00,0
johnny always looks good,Ice Queen,3:01,0
Best of luck :crossed_fingers: ,Cassandra Luna,3:01,0
We need a zoom in shot of Johnny boy ,Ciao,3:02,0
WHY THE FOCUS ON HIS HAIR?,Begitte Olsen,3:02,0
Johnny Depp and Jimmy Kimmel >>> AH,Ebony,3:03,0
Justice for Johnny Depp :white_heart:,x storms,3:03,0
WHAT A QT J,I Dunno,3:04,0
Team johnny woooo,Peter Kelly,3:04,0
#wearewithyou<3 JUSTICE FOR JD,Malwolf9,3:04,0
Justice for Johnny Depp :white_heart:,x storms,3:06,0
JOHNNY DEPP RENT FREE ,CWC,3:06,0
His hair ,Vanessa Kash,3:06,0
Nothing like the CHOCOLATE look..lvu JD,dodgingbullets,3:06,0
JUSTICE FOR JOHNNY,Janelle Honles,3:06,0
we all love Johnny Depp the man's a icon a hero with this woman has done to him is very very disrespectful and desirable we're all waiting for you Johnny,Don Bull,3:07,0
Amber sounds Nasty :face_vomiting: ,D STREET MEDIA,3:07,0
Justice for Johnny! ,Natalia Miranda,3:08,0
Good god he's so hot with his hair up :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,Melissa Jane,3:08,0
Amber Heard deserves justice ,lupelupelupe,3:08,0
Justice for Johnny Depp :white_heart:,x storms,3:08,0
His hair :green_heart:,Andrea,3:09,0
no sound and bad glitching,Elizabeth C. A.,3:09,0
This is his LIFE! Who cares about his hair?!?!,Melinda,3:10,0
:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,upstategirl80,3:10,0
