messages,all_authors,timestamps,money
Johnny is king :crown: ,Caroline Dorroh,3:07:18,0
I like this guy's style,la llama blanca,3:07:18,0
He's a good guy.,Lynnette,3:07:19,0
"Johnny, remember, the bad can even win the battle, but never the war, the bad never wins the good and you're the good :rose: we're by your side forever and ever :red_heart: Justice For Johnny Depp :rose:",Ana Teresa P. Oliveira,3:07:19,0
ALL IN FAVOR OF GIVING ISAAC THE BEST WITNESS TO TAKE A STAND AWARD SAY AYE,Sara Bailey,3:07:19,0
I CANT,Audrey,3:07:19,0
oh lord her VOICE,Heather Nikki,3:07:20,0
THE SMILE OF AN ABUSER :nauseated_face::face_vomiting::nauseated_face::face_vomiting::nauseated_face::face_vomiting:,cristian ceron,3:07:21,0
This is gonna be good,Marie,3:07:21,0
"this guys so real, jonny loves him",Firelite,3:07:21,0
And everything he's done will go away if you don't lie for him and he loses his money!!! ,Leslie Karren,3:07:21,0
"Judite, he's an artist, known JD for about 40 years, NY Jewish guy, really down to earth",Alana Ronald,3:07:22,0
Knew that was coming,Surfer Rosa,3:07:22,0
The judge does seem so bias,Kasebased,3:07:22,0
the lawyer getting punkd,Dswith,3:07:22,0
que paso,Madaly _HH,3:07:22,0
:dothefive::dothefive:JOHNNY IS A LOYAL FRIEND ,Bristol Birdie,3:07:22,0
Johnny depp can help me then,Kim Vest,3:07:23,0
How many tissues would you like you need to give you,Tig,3:07:23,0
this guy is good,Daddy's home,3:07:24,0
BETTER ASK AMBER IF SHE'D LIE UNDER OTH,Panda Berrie,3:07:24,0
LOVE THIS GUY,H,3:07:24,0
oh here we go…..,Mimi Aigypt,3:07:26,0
I want to be friends with Isaac.,Patricia Mazzini,3:07:26,0
they best be nice to Issac,Camo Pug,3:07:26,0
Oh god Granma is back,Anna Otarola,3:07:28,0
“ms heart” ,Lydia Heintz,3:07:28,0
Hahaha he is trolling her,JanycitayHoney,3:07:28,0
:grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face: THIS GUY HAS COOKED AMBUSERS GOOSE IN STYLE,Adam Arzo,3:07:28,0
Cross exam is going to undermine his loyalty based on his funding from Johnny,Mace Windu,3:07:28,0
he's definitely pay for his testimony bro,gokeep,3:07:29,0
Isaacs is A GEM,Whitney Brown,3:07:29,0
Oh god here’s granny ,Becca Catherall,3:07:30,0
Would you make me a ham sandwich? ,Jabba's Twin,3:07:31,0
Hahahaha,Ellemusiclist,3:07:31,0
AMBUSER EXPOSED,Jc Quinones,3:07:32,0
I love you Isaaaac!,Odin,3:07:32,0
he appreciates Depp more than Amber did,MEHERE4T,3:07:33,0
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,stampe w2,3:07:33,0
Omfg objection objection :rolling_on_the_floor_laughing: ,Denise Stanley,3:07:33,0
and here we go,SUSAN POTTS,3:07:34,0
give em heck my dude,Garethjolnir,3:07:35,0
HUMBLE HER,_16dha,3:07:35,0
Bingo,shur7318,3:07:35,0
justice for johnny :green_heart::green_heart::green_heart::green_heart::green_heart:,el light,3:07:35,0
OBJECTION!! I DONT LIKE YOU,T3hlidd0,3:07:36,0
Johnny is a good guy,P C,3:07:36,0
make up excuse,Paulo R,3:07:36,0
this guy is cool,آذین مسافری,3:07:37,0
It don’t mean he’s lie for him ,Amica And Lies,3:07:37,0
This should be great ,HOTR,3:07:37,0
LMAOOOOOO MAKE UP,Farah H Adriani,3:07:37,0
"""Can you state your name please"" ""OBJECTION LEADING""",Level 1-3,3:07:37,0
i wanna watch pirates of the caribean now,Matt Pruim,3:07:37,0
"i mean, bit odd to ask if he would lie under oath ",luna a,3:07:38,0
Lmao ,Shoham Aharoni,3:07:38,0
hahahahhahahah,Jihane E,3:07:38,0
she's mad :angry_face: :skull: :rolling_on_the_floor_laughing: :face_with_tears_of_joy:,Rita Moon,3:07:38,0
KING,Crys Brigham,3:07:39,0
he’s so clearly telling the truth ,Zoe Kanye,3:07:39,0
Miss Hard lol,Celinde,3:07:39,0
Good choice Isaac...she was going to ambush you that evening..trust me,dodgingbullets,3:07:39,0
hawahawa,Bora @galaxy,3:07:40,0
here comes she wears makeup defense :grinning_squinting_face:,ce sea,3:07:40,0
ISAAC IS THE BEEZ KNEEZ :hundred_points::hundred_points::hundred_points::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Whitewidowbaby,3:07:40,0
a commanding question,Rock Lee_MC,3:07:41,0
How you get fixed your attitude attorney lady,claudia nicaragua,3:07:42,0
Either Isaac is very honest or he’s the best actor eve’ :grinning_squinting_face:,Dory Ann,3:07:42,0
Love this guy,Siobhan Brogan,3:07:42,0
ughh,jasmine millie,3:07:43,0
OH BOY…. THIS IS A GREAT WITNESS,Pmz,3:07:43,0
"ear drums don't last, women",NurRayArt,3:07:43,0
oh god here we go,Sammy buckett,3:07:43,0
Amber:pile_of_poo:,J E,3:07:43,0
Oh no here we go ,Tamzin Olivia,3:07:44,0
:pile_of_poo:amber,ctm producciones,3:07:44,0
ISAAC BARUCH FOR PRESIDENT,K Jam,3:07:44,0
messyyyy nah because issac is spilling we love ,Micah Brace,3:07:44,0
WHA? SHE MODELS?,Call-Me-Fitz CMF,3:07:44,0
WE LOVE YOU JOHNNY!!!,genZ craZ,3:07:44,0
LMFAOAO,Superior Being,3:07:44,0
I love this guy,Rammstein Girl,3:07:45,0
:rolling_on_the_floor_laughing::face_with_tears_of_joy:,ROCKDEES1,3:07:45,0
:red_heart::red_heart::red_heart::red_heart::red_heart:,Évi Bodó,3:07:46,0
lol burn,Peter,3:07:46,0
Isaac is a real one fr,awana,3:07:47,0
actress not actor,lorie mills,3:07:47,0
lol,me35!,3:07:47,0
She was an escort too ,Alicia Bisso,3:07:48,0
"TWENTY FIVE YEARS AS AN RN, I NEVER SAW A REAL BRUISE LIKE THE FAKE BRUISE AMBER SHOWED FROM A CELLPHONE ON HER CHEEK. A missile :rocket:must have launched it:face_with_spiral_eyes:.AMBERS LAWYERS ARE GASLIGHTING.",Happy Wife,3:07:48,0
hes amazing lol,Taylor Doerner,3:07:48,0
Wow. Pro-Amber judge. Big Time!,Eleanor Aquitaine,3:07:48,0
CROSS EXAMINATION BY AMBER HEARD'S ATTORNEY,Addi Talks True Crime & Trials,3:07:48,0
this will be good ,LadyNYC211,3:07:49,0
gogogogo,Panda,3:07:49,0
I like this guy:loudly_crying_face::grinning_face_with_sweat:,Amirah Oochotoya,3:07:49,0
Issac the goat,SeiyaAstro,3:07:50,0
this guy is killing me LOL,FreeTickless,3:07:50,0
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,The Thinker,3:07:51,0
BRUH THEY ARE BIASED,W̷i̷n̷s̷t̷o̷n̷,3:07:51,0
omg i cant with them always thinking eceryone is lying about johnny depp. theyre definitely on ambers side and its SO ANNOYING,alexe,3:07:51,0
HAHAH THIS GUY I LOVE HIM,Enigma,3:07:52,0
I hate this lawyer,Jess and Brooke,3:07:53,0
Miss Heart ??? ,Del Mar,3:07:53,0
This dude will be a meme god!,Marno Franck,3:07:53,0
Who’s that,Carmen Torres,3:07:53,0
What is that squeaking sound?? It's exactly the pitch of a dog toy & my dogs keep looking up!~,Elizabeth Wright,3:07:53,0
Van a empezar con el maquillaje. Dice que sabía que Amber era actriz pero no que era modelo. Preguntan si sabía de su trabajo con L'oreal,Viridianne VR,3:07:54,0
oh god here we go ,Holly Langridge,3:07:54,0
contexto,Madaly _HH,3:07:54,0
ya van a meter a loreal xd,Carlos Cano,3:07:55,0
Here we go ,XD GG,3:07:55,0
ENOUGH ABOUT MAKEUP,Sinner,3:07:55,0
YESi can't wait for this cross.. get her Isaac .. this is an amazing guy,Niki Zbzz,3:07:56,0
lol,Dyan,3:07:56,0
what has this do with bro what r they even saying lmfao :loudly_crying_face:,amora ᥫ᭡,3:07:59,0
he looks like he going to fall asleep,ana mae,3:07:59,0
lol,Tam,3:07:59,0
 Love this guy !,JanycitayHoney,3:08:00,0
if this women gives my boy Isaac any attitude I'm coming for her,rainy,3:08:00,0
:face_with_tears_of_joy::clown_face::face_with_tears_of_joy::clown_face::face_with_tears_of_joy::fallen_leaf::face_with_tears_of_joy::clown_face:,Johnnviper,3:08:00,0
Hahahaha.,Manuel Villaverde,3:08:02,0
ALL BS & COURT HEARINGS MAKE JOHNNY A DEHYDRATED PUMPKIN VAMPIRE---,Judi Ahern,3:08:02,0
I like Ike!,Eric McDowell,3:08:03,0
lol,KI YELLOW,3:08:04,0
:washhands:,Laura Jones,3:08:04,0
Que está pasando? ,Stephany,3:08:04,0
did my message get blocked?,Kit Kat,3:08:05,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,rio o,3:08:05,0
hahahaha,el light,3:08:06,0
THE company in which covered her knuckles from hitting Johnny!!,Char.x,3:08:06,0
BOOOOOMMM,NWANKWO CHIKE,3:08:07,0
:takeout:,Darci C-G,3:08:07,0
lol,AkaRanunculus,3:08:07,0
"Aye, Sara",Alana Ronald,3:08:07,0
Elon was seeing Amber while she was still married to Johnny?,sunny1433,3:08:08,0
:rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing:Defense knows he just DESTROYED their case,RedNhappy,3:08:09,0
I didn't know she was a model either ,Lillian Matthew,3:08:09,0
this is the man we all needed,A Terbzz,3:08:10,0
Issac put this lady in her place!,Sambia,3:08:10,0
Love u johnny,yessi 20,3:08:10,0
pq eles tão falando de maquiagem?,Ana Luiza Paula alves,3:08:11,0
this guy is gonna troll her lawyers so bad :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Hack Baba,3:08:11,0
ask him if she was without her makeup,Joe B.,3:08:11,0
hawahawahawahawahawahawa,Bora @galaxy,3:08:11,0
HUMBLE HER HUMBLE HER LMFAOOOO,_16dha,3:08:12,0
hahah ,Polina,3:08:12,0
Johnny already won,Anna Otarola,3:08:13,0
Ms Hard,P C,3:08:13,0
Let’s put Amber on the stand and let’s see what she has to say ,Frankie Dickinson,3:08:13,0
Alana: thank you for the answer !! :) :red_heart::red_heart::smiling_face_with_smiling_eyes:,Judīte,3:08:13,0
ISAAC IS A GOOD FRIEND,Begitte Olsen,3:08:14,0
omg lmaoooo,madi,3:08:14,0
Where is this leading :face_with_tears_of_joy:,Aylinxov,3:08:14,0
ISSAC WAS VERY TRUTHFUL GO ISAAC :hundred_points::hundred_points::hundred_points:,Whitewidowbaby,3:08:14,0
love this man,Sara Brothers,3:08:14,0
this guy is great :loudly_crying_face:,Creepy Spider,3:08:15,0
this is ambers lawyer,DearKanojo,3:08:16,0
That woman is ridiculous :rolling_on_the_floor_laughing:,Laura,3:08:17,0
what has that got to do with anything tf,dsadasdas,3:08:17,0
gayla? ,Lydia Heintz,3:08:17,0
OBJECTION! FFW,George,3:08:18,0
GAYLA??,BrunoMadrigalsRat,3:08:19,0
ISSAC IS SO XIIK,Sonya Graske,3:08:20,0
I LOVE YOU ISAAC :rolling_on_the_floor_laughing::red_heart::red_heart::red_heart::red_heart:,Kentucky Chic,3:08:20,0
BOOOOOOOOOOOOOOOOOOO :clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:,Ranshe Byloluchshe,3:08:20,0
So you’re some perv when she wakes up and take a shower here look through the window motor what,Tig,3:08:22,0
Loreal,J E,3:08:22,0
:fire::fire::fire::fire::flushed_face:,CrazyTee33,3:08:23,0
Ooo this is getting better ,Tami Z,3:08:24,0
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,The Thinker,3:08:24,0
Lmfaooo here we go with the makeup circle compact :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,R C,3:08:24,0
Confused grandma lawyer is back.,Lynnette,3:08:25,0
"Ear drums don't last long, ladies",NurRayArt,3:08:26,0
We love Isaac ,Tim Hickman,3:08:27,0
I could be good friends with this guy. He is a hoot! ,LG,3:08:28,0
gaila lol,Paulo R,3:08:28,0
Stand strong!,Chelsea Abrahamsz,3:08:29,0
@rio o :face_with_rolling_eyes:,greenbeagle13,3:08:29,0
What's up with that beard touching? Weird ,Corina Daschievici,3:08:29,0
gayla,jasmine millie,3:08:30,0
LMFAO NOW ITS ABOUT MAKEUP,Jheremi Panopio,3:08:30,0
This guy know everything,Kakan,3:08:30,0
tf,Carlos Cano,3:08:31,0
WTF?,XD GG,3:08:31,0
I thought she was just born with it,Call-Me-Fitz CMF,3:08:31,0
I LIKE HOW THE ENERGY CHANGES :eyes:,Sinner,3:08:31,0
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Tam,3:08:33,0
Lmao,Siobhan Brogan,3:08:33,0
LMFAO,da3m0n88,3:08:34,0
Gaęla,Aphrodite Dennis,3:08:34,0
bathrooms,Musical Neptunian,3:08:35,0
GAYLA,_jeann 03,3:08:35,0
@Kit Kat NO IT DIDN'T,Addi Talks True Crime & Trials,3:08:35,0
TOUCHING HIS BEARD BECAUSE HE'S LYING. ,Incognito,3:08:36,0
 GAYLA?,slxyr,3:08:36,0
What the heck!!!,Michelle Belieber,3:08:37,0
GAYLA?,Kaitlin Lewis,3:08:37,0
Slow the comment scroll down.,Melanie Lawrence,3:08:37,0
He sure spends a LOT of time around Amber in her personal space,Melanie Taylor,3:08:37,0
can this REALLY be the argument? ,Samantha M,3:08:37,0
the :goat: speaks,el light,3:08:37,0
Dice que él ha visto cómo se pone maquillaje cuando iban a eventos. Le preguntan si ha estado cuando Amber se pone maquillaje en las mañanas. ,Viridianne VR,3:08:37,0
yeah a crap actress ive heard lol:hundred_points:,Wight Queen,3:08:37,0
LOL,KI YELLOW,3:08:38,0
Any one want buy me coffe guys?,Manuel Villaverde,3:08:38,0
Who tf just said ma name?,Gay b!tch🏳️‍🌈,3:08:38,0
"I'll say, it is VERY difficult to cover up bruises and amber wouldn't be able to cover up cuts",ce sea,3:08:38,0
Have you ever seen her drink coffee ?,Jabba's Twin,3:08:39,0
lol,Elvellonwen,3:08:39,0
arnica,Ellie Di Casati,3:08:41,0
L’Oréal covered her hand where she had marks from hitting Johnny ,Char.x,3:08:41,0
This dude will be a meme god!,Marno Franck,3:08:41,0
:face_with_tears_of_joy:,Alvin Gerard,3:08:41,0
DID SHE MODEL BED SHEETS? :pile_of_poo:,Hype Hype,3:08:41,0
this guy spilling the real tea,Kate Vielle,3:08:41,0
OBVIOUSLY NOT,Jc Quinones,3:08:42,0
Elaine is INSUFFERABLE,Heather Nikki,3:08:42,0
Gayla?,Paige,3:08:42,0
I like this guy lol,Nancy E,3:08:43,0
it’s gala not gayla ,Darci C-G,3:08:43,0
What questions are thoes,SeiyaAstro,3:08:44,0
LAMAOOAOAOA,Jasxene,3:08:44,0
Wtf,Tachi,3:08:44,0
Omg,Beatriz Pinto,3:08:45,0
OBJECTION,juji sama,3:08:46,0
:face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing: Defense is helping Depp's case :face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing:,RedNhappy,3:08:46,0
lawyer,Kit Kat,3:08:47,0
jesus christ ,Sara G,3:08:47,0
its GAHLA not gayla,A Terbzz,3:08:47,0
WTF IS THIS ,Zoe Kanye,3:08:47,0
every time he combs his beard take a drink,Fordham Donnington,3:08:47,0
wtf was that question,galaxc,3:08:47,0
I’m laughing so hard ,Creepy Spider,3:08:48,0
get out this women ,Polina,3:08:48,0
"He is not going to tell on the person paying his bills , :face_with_rolling_eyes:",Kim Bailey,3:08:49,0
Whahhattt:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Planetali💚,3:08:49,0
What is thisssssssssss,Shoham Aharoni,3:08:49,0
AMica ,Zoe's Movie Corner,3:08:49,0
fantastic hair Jonny,Brad Smith,3:08:50,0
IS THIS HAPPENING LMAOO,BrunoMadrigalsRat,3:08:50,0
que LE PREGUNTAAA,Sasha Alonso -chocoburo-,3:08:50,0
what are those questions,Alira Auditore,3:08:51,0
:clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:,Anyy Cruz,3:08:51,0
Amber doing the Rota for the deck crew...,Pineapple Slushie,3:08:51,0
LETS :clown_face:START:clown_face:WHITH:clown_face:THE:clown_face:MAKEUP:clown_face:,Ranshe Byloluchshe,3:08:51,0
Really lady,Jennifer Brown,3:08:51,0
she's reaching,eLLo,3:08:52,0
Johnny's smile at his friend :smiling_face_with_hearts:,Amberr Thompson,3:08:52,0
EVERYONE SAYING HIM TOUCHING HIS BEARD MEANS HES LYING HAS CLEARLY NEVER STUDIED BODY LANGUAGE,Abigail Donato,3:08:52,0
IT IS NOT AMICA,Mimi Aigypt,3:08:53,0
matt murdock would be so shamed ,amora ᥫ᭡,3:08:53,0
Wtf r these questions ,Tasha,3:08:53,0
"Ah, his eyes are not good. He can not see what make-up is....... :slightly_smiling_face:",Mirjam,3:08:53,0
Why is the type important,Lena S.,3:08:53,0
what is thattttttt,El famoso Cato,3:08:53,0
Karen sit down ,Samantha,3:08:54,0
OBJECTION HERESAY LEADING AND IRRELEVANT,Level 1-3,3:08:54,0
bro what?????????!,aia,3:08:54,0
I don't know how credible he is but I like him!! :rolling_on_the_floor_laughing::face_with_tears_of_joy:,Andrea S,3:08:54,0
gayla,Ethan Shinn,3:08:55,0
why would he know that,Matt Pruim,3:08:56,0
Like this man is gonna know what foundation she uses ffs,Fleur Mason,3:08:56,0
Oh for gods sake,Marie,3:08:56,0
That cream is your friend...,Lynnette,3:08:56,0
IRRELEVANT LOL,Farah H Adriani,3:08:56,0
Objection,carly,3:08:57,0
what is gala,Eric M,3:08:57,0
@NIXXX ayooo :rolling_on_the_floor_laughing::clapping_hands:,bamafox1,3:08:57,0
What does this have to do with anything ,Nicole2282,3:08:57,0
Ridiculous ,FPChris,3:08:57,0
omg they using foundation as am excuse are u kidding me,Living D3adGirL,3:08:57,0
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Valeria Parker,3:08:58,0
omg theyre so annoyinggg ,alexe,3:08:58,0
GAYLA,beulah 🇬🇧,3:08:58,0
Arnica?,Lindsay B,3:08:58,0
of course he does NOT! wtf question,Rock Lee_MC,3:08:58,0
LOreal,J E,3:08:58,0
Wtf are this question ,JOHNNY DEPP,3:08:59,0
relevance?,Some Guy,3:08:59,0
AMBER YOU AINT TOO GOOD AT THIS :hundred_points::hundred_points::hundred_points:,Whitewidowbaby,3:08:59,0
Gayla I can’t ,Aylinxov,3:08:59,0
wtf????,Crystal Antes,3:08:59,0
:warning::warning::warning:THESE ARE SILLY QUESTIONS:warning::warning::warning:,Daniel Bello,3:08:59,0
"Oh come on, lady.",Miranda R,3:08:59,0
lol,Lady Bug,3:08:59,0
What is this? a commercial? ,J Hughes,3:09:00,0
Guys I think she meant Gala ,Zelal Yaman,3:09:00,0
What’s with the make up questions ,Dani Lemon,3:09:00,0
lol these questions lmao,xxPageProxx,3:09:00,0
what,cansu,3:09:00,0
What even,Kasebased,3:09:00,0
lol,Nigel,3:09:00,0
No but someone can tell when someone else is WEARING MAKEUP,Tamzin Olivia,3:09:01,0
is that nana??,PoodleJam,3:09:01,0
how is this relevant again?,Joe B.,3:09:01,0
MDR,Melissa Smith,3:09:01,0
BAHAR CANDAN ,Johnny Depp *JOHNNYDEPPWON*,3:09:01,0
Tf she talking about,Kakan,3:09:02,0
gala,Cady,3:09:02,0
Huh??????,Gemini Twin,3:09:02,0
what is these questions :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Matilde Cassian,3:09:02,0
wtf are these questions lol,Jodie,3:09:02,0
oh this is ridiculous,Annie Rundown,3:09:02,0
??????????????,mommysboiii,3:09:03,0
Gayla :loudly_crying_face::loudly_crying_face:,ntokozo,3:09:03,0
RELEVANCE ,Shannon Bond,3:09:03,0
"Bro, he doesn’t know mk :loudly_crying_face:",PandaGirl,3:09:03,0
]lol you would think by his response.. Amica??,P C,3:09:03,0
what kind of questions are these-,Tish.14,3:09:04,0
“OBJECTION UR HONOUR” I CANT THIS WOMEN,ItsCocoOH,3:09:04,0
wtf,Freja Ekberg,3:09:04,0
no offense but what guy will know make up ,Desiree,3:09:04,0
GIRL WTF,Maya S.,3:09:04,0
"Wow, this makeup cross examination is absolutely embarrassing. ",Clancy Bolton,3:09:05,0
concealer?,Paulo R,3:09:05,0
HOW WOULD HE KNOW TFF,Ur Mama Obama,3:09:05,0
Wtfffff get outta here lady,Siobhan Brogan,3:09:05,0
Whhhhatttt,Izzypizzy,3:09:05,0
omg i love him,Rory,3:09:05,0
lol wtf ,Marine,3:09:06,0
OBJECTION THAT IS DEVASTATING TO OUR CASE PLEASE SUSTAIN IT :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Connor Joe,3:09:06,0
Surely not trying to say she was wearing makeup ,Amy Cawood,3:09:06,0
IRRELEVANT,_jeann 03,3:09:06,0
He’s a GOD MAN,Kentucky Chic,3:09:06,0
I know what this lawyer is referring to:pouting_face::pouting_face:,Fallen Midnight Jaguar,3:09:06,0
WHAT KIND OF QUESTION ARE THOSE,magg,3:09:07,0
This guy is an Amber stalker ,Bob Abooey,3:09:07,0
its her fault he’s not in the Fantastic Beasts series,Sam W.,3:09:07,0
hhhaha,jasmine millie,3:09:07,0
GAYLA,Pamela Reyes,3:09:08,0
:face_with_rolling_eyes:,Dann CG,3:09:08,0
leading questions lol :grinning_squinting_face:,Rita Moon,3:09:08,0
WHAT?,W̷i̷n̷s̷t̷o̷n̷,3:09:08,0
no,venzie,3:09:08,0
what is this all about makeup,Dswith,3:09:08,0
Why would he know what make up she uses wtf is these questions ,Drusilla ,3:09:08,0
She’s Edith Bunker,Billie Barkwell,3:09:09,0
he's taken Depp's cash ,AdvTur,3:09:09,0
 why tf does this matter?? ,RSY,3:09:09,0
America,duh,3:09:09,0
REVELANCE ?,Anna Monteiro,3:09:09,0
go Isaac love you man :balance_scale::green_heart:,delaram sahebalfosoul,3:09:09,0
wtf,Sir Henry Simmerson,3:09:09,0
This is ridiculous,Ambee Honeykissed,3:09:09,0
AVON CALLING ,HIP E,3:09:09,0
what is she going on about ,Allanah Bevan,3:09:09,0
lol,bookworm,3:09:10,0
WTF those questions???? :rolling_on_the_floor_laughing:,Dani,3:09:10,0
FFS!,Andi Spencer,3:09:10,0
What is this about?,R Guy,3:09:10,0
Wtf is this,Delmy Reyes,3:09:11,0
wtffff:rolling_on_the_floor_laughing: how is this relevant,Miina Berghjelm,3:09:11,0
How do you know she had makeup on then????,Melanie Taylor,3:09:11,0
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: why wld he?,Angelic Native,3:09:11,0
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Gloria senpai,3:09:11,0
IRRELEVANT ASFFF,Riya,3:09:11,0
WHAT IS THIS HAHAHAHAHA,Rachel Jones,3:09:12,0
this line of questioning is crap,Jena Martin,3:09:12,0
We are going to be here all day with this lady lol,Tam,3:09:12,0
lol gayla from oceans 8,priscilla cruz,3:09:12,0
the prosecutors are trying so hard wtf,Somebody,3:09:12,0
This is so irrelevant ,Susie GS,3:09:12,0
this guy is great,jay mo 23,3:09:13,0
don't think he is. lol,SUSAN POTTS,3:09:13,0
??????????????????,Hack Baba,3:09:13,0
omg really???,Debbie Richardson,3:09:13,0
Why the it matter what makeup she uses wtf ,Frankie Dickinson,3:09:13,0
MISS THIS AINT RELEVANT AT ALL,Syifa Muflihuna,3:09:14,0
"I dont think they really want to talk about makeup, especially bruise makeup",Ernestina Clementine,3:09:14,0
Why are they asking all these questions :skull::skull::face_with_rolling_eyes::face_with_rolling_eyes:,Penny At Your Service,3:09:14,0
What are these question LMAO,Lynn Sud,3:09:14,0
Not the make up and this lady again:loudly_crying_face::loudly_crying_face::loudly_crying_face:,Shkitu0311,3:09:14,0
HAHAHAH WHAT KIND OF QUESTIONS ARE THIS????,Sara Talby,3:09:15,0
ayooooo,Monica Padilla,3:09:15,0
ALL MAKE UP IS THE SAME,Hype Hype,3:09:15,0
COCAINE POWDER,Call-Me-Fitz CMF,3:09:15,0
what?? where is this going,DearKanojo,3:09:15,0
wtf!!!×,tonii lousie,3:09:16,0
the pelosi clone lol,Nancy E,3:09:16,0
bro are we gonna talk about kylie cosmetics,dsadasdas,3:09:16,0
Coke lol,EnglishMisfit,3:09:16,0
Someone needs to object ,Ireland Missig,3:09:16,0
How is this gonna help,filmsilly,3:09:16,0
Lmao :rolling_on_the_floor_laughing: leave it to amber to have her defense talking about makeup brands lmao,Chelsea Lynn,3:09:17,0
What type of maxpads she uses.,Jabba's Twin,3:09:17,0
these questions are ridiculous,Kirsty Roberts,3:09:17,0
OMG,darvany c. deal,3:09:18,0
offs,Hahana Jelly,3:09:18,0
WTF,slxyr,3:09:18,0
what kinda questions are these,Sammy buckett,3:09:18,0
WHAT IS SHE SAYIN,Zahra,3:09:18,0
？？？？？,Elvellonwen,3:09:18,0
 Defense Attorney has NOTHING,RedNhappy,3:09:18,0
doesn't matter the brand you can ALWAYS see makeup ,Nora Girl,3:09:19,0
Love u johnny ,yessi 20,3:09:19,0
AMBER PASSIBG NOTES,Freedom,3:09:19,0
OBJECTION IRRELEVENT,momento mori,3:09:19,0
YOU DONT NEED TO BE A MAGICIAN TO KNOW SOMEONE IS WEARING MAKEUP,XD GG,3:09:19,0
???????????,Zoelie Mah,3:09:20,0
what are these questions ,Zoe Kanye,3:09:20,0
@Abigail Donato - Stop it.,greenbeagle13,3:09:20,0
this is irrelevant,el light,3:09:20,0
what are these questions wtf ,Lia,3:09:20,0
Foundation covers swelling?!,Subah,3:09:20,0
This woman is gonna try to spin this after alllll that BOMB ,Whitney Brown,3:09:20,0
??????,T Broughton,3:09:20,0
Issac is the Man! :relieved_face:,R i a,3:09:21,0
love the guy,Michelle Mclean,3:09:21,0
just speed of comments,آذین مسافری,3:09:21,0
HUH,Pekoni,3:09:22,0
As if he would. We know it doesn't cover a broken nose though. ANd repair bruised ribs,AkaRanunculus,3:09:22,0
Relevance? ,Tachi,3:09:22,0
he's so confused,Evin,3:09:22,0
OBJECTION! HE ISNT AN EXPERT ON COVERGIRL,T3hlidd0,3:09:22,0
Wtf?,Laurie Conklin,3:09:23,0
As a women it's so easy to tell if someone is wearing make up if you've seen her barefaced. What is her point,Shush_It_,3:09:23,0
lollllllll:zany_face::zany_face:,Bora @galaxy,3:09:23,0
oh dear lord,Shannon Crosby,3:09:23,0
trying to be smart,El Cash ,3:09:23,0
i think he does not know,Nyx Maximoff,3:09:24,0
Shalom Isaac Baruch!,Hadassah Tannenbaum,3:09:24,0
"do not need to know the name of the makeup, just if it's noticeable or not. you don't need to know the name of the line to know if th eperosn was wearing makeup or not ",Zoe's Movie Corner,3:09:24,0
Not impressed with her attorneys,Kathryn B,3:09:24,0
wtf what are those questions lmao,Gwenola Kervella,3:09:25,0
Oh boy here we go ,Adam Serros,3:09:25,0
WHATTTTT,Mathijn D,3:09:25,0
