messages,all_authors,timestamps,money
These lawyers seem really bad at their jobs,Ricky Spanish,6:11:28,0
JUSTICE FOR JHONNYYYY:pirate_flag::red_heart::black_heart::double_exclamation_mark::double_exclamation_mark::double_exclamation_mark:,Alicia_is_a_Loserr,6:11:30,0
esas pruebas quien las está mostrando?,Viridiana Alvarez,6:11:31,0
People focus on how much drugs he took instead of his move to rehabilitate himself. ,Natasha Chakwanda,6:11:31,0
he sought out treatment for drug use so that is a good thing,Tina Miller,6:11:34,0
bruhhh,Melisza Goetz,6:11:34,0
nothings wrong with drugs tf,prince tears,6:11:34,0
DEPP = Any drug you got why not.,JCA421,6:11:34,0
:dragon:Give it up Dragon lady:dragon::dragon:Leave JD alone,dodgingbullets,6:11:36,0
"is was so obvious that they would bring up his dug and alcohol issues. The thing is when he was with Vanessa Paradis, so at his worse with his addiction, i don't remember having case like this one :neutral_face:",Seona Doualla,6:11:36,0
It is 3:46 Eastern Standard Time,Amy Lofton,6:11:37,0
No Adrenachrome?,Milo Milo,6:11:38,0
Están diciendo q se estaba tramitando para el uso de varias drogas,Against All Odds,6:11:39,0
VIVA LA JOHNNY,VIVA LA JOHNNY,6:11:39,0
I agree Sophie,KongSkullIsland,6:11:39,0
Oh good lord ,Erica Stiff,6:11:39,0
/@Dillan Mecom cocaine based stimulant it is why if they drug test a person who takes it can test positive for cocaine,Andrea,6:11:39,0
@sophie Agreed 100%,Nat,6:11:40,0
He only wanted to stop ONE drug?,Melanie Taylor,6:11:41,0
El dr trataba a Johnny por sus problemas con opioides. Le piden que confirme las sustancias que Johnny tomaba.,Viridianne VR,6:11:42,0
He is not a pirate. He's a lonely drugged up guy who buys people to keep him company,Yeow,6:11:42,0
JUSTICE FOR JOHNNY JOHNNY,Melissa Olmedo,6:11:42,0
LOL SOPHIE,Excellent Cman,6:11:42,0
Someone whispered “ it has everything on it” ,johnnyreddy123,6:11:43,0
too bad they didn't save the feces that was on the bed and have it dna tested,Do Li,6:11:44,0
"@Ciao that was for Johnny vs The Sun newspaper as he sued them for calling him a wife beater. For some reason they won, but they didn't have all the evidence",ZachAndThat,6:11:44,0
Depp had good taste in drugs,Brian Lavallee,6:11:44,0
Justice For Will. Jada is a Sorceress!!,Jonni Liquid,6:11:45,0
YESSS U SAY IT SOPHIE,Lydia Corniea,6:11:46,0
He was probably depressed because he was married to AH,Beth,6:11:46,0
They try to sell the story that he got angry cause of an addiction. ,Nathalie D,6:11:47,0
Prescription drugs,Becky L,6:11:47,0
This Dr. Looks sketchy.,Mz Liz,6:11:48,0
i have been drinking and taking occasional drugs for 2 decades. i have never been in any fight because i am not a physical person. most people arent physical imho.,Daniel Gyllenbreider,6:11:49,0
xanax will screw your body up bad....,Don Koehler,6:11:50,0
dMT IS FOT . UHMMM I CAN'T EXPLAIN,Evert adams,6:11:50,0
So how would his sister not have known about all this? I think she was not a great witness. Super biased. ,RaeAnn Moldenhauer,6:11:51,0
what i miss??,el light,6:11:51,0
SOBER AMBER POOPED IN DEPP'S BED?????!!!!!! THAT'S JUST DISTURBING!!!!!!!!!!!!!!,Cristen Markussen,6:11:52,0
@nisrine truth:raised_fist:,Negin Harris,6:11:52,0
i miss gina,Larissa,6:11:53,0
Xanax is highly addictive ,Lisa Vargas,6:11:53,0
roxycodone...been there done that,Shana K,6:11:54,0
I have always thought it was a GOOD thing for an addict to seek TREATMENT!¡???!!!!,Lyric0810,6:11:54,0
Probably half of the population on earth have an addiction. Dosent make them violent,Gaming with Queenie,6:11:55,0
I choose to believe that dude is sitting in some crazy chair. ,Sam Deane,6:11:56,0
adderal is meth,Dillan Mecom,6:11:56,0
Because he was depressed and he was trying to escape from amber. He was harming his self everyone is behaving like he is doing it cause he is genuinely an addict ,Dilara Curebal,6:11:57,0
"Drugs ruin your lives. Don't do drugs like Mr. Depp, kids.",Abc Xyz,6:11:57,0
Drink up me harties yo ho ,IDKaboutthis Fuckoffyoutube,6:11:58,0
He's so hanndsome that doctor.. I want to marry him but live in Poland :disappointed_face:,MsClaudia2013,6:11:58,0
JUSTICE FOR JOHNNY. RELEASE HIM PLEASE,Carolina Simões,6:11:58,0
Who’s side is the doc on?,maryam mirza,6:11:59,0
Highball ,Robert Sole,6:11:59,0
I knew an older lady that did a straw of coke everyday...she put it in her coffee and said it was DELICIOUS,PoodleJam,6:12:00,0
Hollywood is gross I’m a degenerate for watching this lol,Investing with Nakita,6:12:00,0
J team messed up earlier,DanKO,6:12:01,0
we've already heard 2 ppl say that Amber and her crew loved to use drugs and alcohol too so idk why they're honing in on his drug use,ce sea,6:12:01,0
"drug losers, I meant users",Bren Slim,6:12:01,0
Holly this is JD putting this out,Pj’s Parlay,6:12:02,0
Why is noone talking about amba addictions ,Florina Mirzo,6:12:02,0
Just because he's famous he's right! He's still hot though ,Corina Daschievici,6:12:02,0
 @ NEWSMAN :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Lil Lady Cooking,6:12:02,0
Depp was (or is) a real basket case,realist7250,6:12:02,0
the doctor’s testimony so far aligns greatly with depp’s sister’s...that’s good,Alina Nicolae,6:12:02,0
JUSTICE FOR JOHNNY :red_heart::red_heart:,Mackenzie Thain,6:12:03,0
gennies snip- So what? who cares if Heard can read messages hope they both do.,Blue T,6:12:03,0
por qué cortaron a Gina?,Paulina Allendes,6:12:04,0
JOHNNY IS A GOOD MAN,Ga Mad Mike,6:12:04,0
he is sketchy,realm2nine,6:12:05,0
she was a worse abuser than he was. he never struck her while on these drugs. ,4given,6:12:05,0
Team Johnny :red_heart::red_heart::face_blowing_a_kiss::red_heart::face_blowing_a_kiss:,بيست سلايير Beast Slayer,6:12:06,0
RUE????,Melisza Goetz,6:12:06,0
Everybody takes meds and “drugs”,Mr Airwalk,6:12:07,0
:green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart::green_heart:,JAE JEANETTE DESIREE,6:12:08,0
🇨🇦 watching from TORONTO 🇨🇦 under the Trudope Dictatorship ,James Dean,6:12:08,0
 johnny blood is too thick :red_heart: ,JFQ WARHammer,6:12:09,0
@natasha AWESOME POINT!!!,Holly Gaden Williams,6:12:09,0
Están hablando del,Against All Odds,6:12:10,0
"Yes, Adrenochrome big time",Melanie Taylor,6:12:12,0
I miss Gina too,Patricia Alvarez,6:12:14,0
Amber wasn't liying,Danilo Juarez,6:12:14,0
"lmao, good taste in drugs :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:indeed",What do you live for?,6:12:15,0
Is this video from February 2021?,Patricia Potter,6:12:15,0
This is so boring,dodgingbullets,6:12:16,0
DID THIS JUST START??? SOMEONE TELL ME PLS,Taehyung Kim,6:12:16,0
"@Holly Gaden Williams I was thinking the same thing, I thought dr stuff should be private",Dan Plays Bass,6:12:16,0
he can't remember,Michelle D,6:12:18,0
Get Annalese keating on this! Be done in a day,Char.x,6:12:18,0
THE 1ST SIGN OF HEALING IS REALISING THERE IS A PROBLEM. SO GOOD JOB FOR JD TO SEEK MEDICAL HELP,Kellie_N,6:12:19,0
doc is on ambers i believe,galaxc,6:12:19,0
Dice q las medicinas listadas son las que planeaba usar en el tratamiento para Johnny.,Viridianne VR,6:12:20,0
Doctors won’t prescribe xanax now if you ask for it for anxiety. They look at you like you’re asking for pure heroin. ,LT,6:12:20,0
"""sketchy""? this is a concierge dr.!!",daniel Bobberson,6:12:22,0
DOCTORS HAVE BEEN DISCREDITED,Sunny Bunny,6:12:22,0
I'm glad he reached out for help!,Fromplefeet,6:12:23,0
only winners here are the lawyers.,Lost Artifact,6:12:23,0
@maryam mirza pay attention ,Star Wars Unexplained,6:12:24,0
lol the americans with all their prescribed pills,Nadia Mac Donald,6:12:24,0
:green_heart::green_heart:,Drache erklärt die Welt,6:12:24,0
whose witness is this??? for johnny or for amber???,angel morrigan,6:12:25,0
Give me some Xanax ,Ciao,6:12:26,0
handsome doctor? huh???,Nancy E,6:12:27,0
What about the drugs Amber took,Beth,6:12:27,0
This is almost a year ago ,DixieDoodles,6:12:28,0
Ambers still obsessed with jd ,Selina,6:12:29,0
Amber was lying,Ricky Spanish,6:12:29,0
YOU ALL KNOW ALOT ABOUT DRUGS LOL ALICE COOPER IS BACKING JOHNNY UP,Instant Karma,6:12:29,0
"If he took all these drugs to calm down, how could he hurt anyone :pensive_face:",ArmageddonAng,6:12:30,0
so instead of focusing on him seeing a doctor for help you all just care about the fact he was doing drugs in the first place :face_with_rolling_eyes: as if amber and everyone else has never done drugs,Rainy Rage,6:12:30,0
JUSTICE FOR JOHNNY DEPP,Melissa Olmedo,6:12:30,0
they would make caffeine illegal if cops didn't love coffee with donut,MOON,6:12:30,0
Why are we not talking ab amber putting drugs in Johnnys drinks or keeping his rehab meds from him ,Ava L,6:12:31,0
The only thing Johnny smashed in was Amber's back door's,Paul The Ford,6:12:32,0
JOHNNY:red_heart: :heart_suit: :two_hearts: :sparkling_heart:,Pia Habert,6:12:33,0
DR FEELGOOD,Evert adams,6:12:33,0
so you are going to give more drugs to someone trying to get off drugs. that makes total sense,Tina Miller,6:12:33,0
@Penny Pixie Me too!!,Uhura Enterprise,6:12:35,0
Team Johnny :red_heart::red_heart:,Hum Santh Santh Hai,6:12:35,0
Mama said xanax made her hair get thin....dsue,Debra Boaze,6:12:36,0
I was addicted to opiates. it takes a lot to want to stop.,Urban_Fox,6:12:37,0
"If you’re bored, go bake a cake",Lisa Vargas,6:12:40,0
Can someone pls tell me what’s going on,Abi S,6:12:41,0
rue when was this,Danira Mutic,6:12:41,0
Kipper and the RN were there when AH cut the tip of his finger off they had to sedate her and put her on a plane to LA. ,Shelly Brown-sellers,6:12:41,0
YOU CANNOT MIX LITHIUM WITH PSYCHEDELICS ,Max Salas,6:12:42,0
"All work, no play makes Johnny a dull boy. All work, no play makes Johnny a dull boy.All work, no play makes Johnny a dull boy.All work, no play makes Johnny a dull boy.",American Sweetheart,6:12:43,0
@Moecus Pocus You are terribly wrong. Xanax does relax your mind and helps with horrific anxiety.,Nat,6:12:44,0
Johnny still thinks he's playing Hunter S Thompson,gunsup31,6:12:44,0
Justice for Johnny ,MistieBlue,6:12:44,0
i LIVE FOR JOHNNY :red_heart: ,JFQ WARHammer,6:12:45,0
"@Patricia Potter yes it is, it's totally fine to have pre recorded videos as witnesses",sxvnkiss huh,6:12:47,0
"CC calls Mr. Depp, "" Mr. Death"" lmfao",D N,6:12:47,0
This is terrible. The public shouldn’t be hearing this,Against All Odds,6:12:47,0
We know Johnny Amber …well not so much,Dianne Docherty,6:12:47,0
no it started over an hour ago - but Johnny's witness was kicked off the stand for watching it on tv,Jacqueline Carr,6:12:48,0
Amber is too perfect for drugs,Bren Slim,6:12:49,0
Johnny rode the baloney poney for two bumps ,Real life,6:12:50,0
@Guy Incognito bagged and tagged:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,dodgingbullets,6:12:51,0
He’s playing fortnight ,IDKaboutthis Fuckoffyoutube,6:12:51,0
ohh amber never sniffed ...ever,realm2nine,6:12:52,0
Anxiolytics ,L.A. W.,6:12:52,0
"You can tell drugs took their toll on Depp, amazing he's still alive.",Blue T,6:12:52,0
clonidine is used in opiate detox,Holly Gaden Williams,6:12:53,0
"Gee, for a good time see Johnny Depp",Melanie Taylor,6:12:53,0
Johnny Depp is not a abuser he was defending himself against a maniac,ITcanB,6:12:54,0
JUSTICE FOR JOHNNY,Kentucky Chic,6:12:54,0
"Le preguntan sobre las notas del tratamiento, que confirme la cantidad que planeaba usar para tratar a Johnny",Viridianne VR,6:12:55,0
@Teddy Beats lol,Penny Pixie,6:12:55,0
wonder how much Depp is on now?,daniel Bobberson,6:12:56,0
he gets Xanax the pleb class gets Clonazepam :rolling_on_the_floor_laughing:,smshah232,6:12:56,0
Three times a day ,Joseph Suarez,6:12:57,0
the former witness literally pointed all of ambers secret druge use,zehra,6:12:57,0
Kinda rude for Johnny who takes those meds :/,j t,6:12:59,0
much love Johnny!! supporting you from Alberta Canada 🇨🇦🇨🇦🇨🇦,Kassy Meyn,6:12:59,0
SOMEONE TELL ME! DID THIS JUST START??:double_exclamation_mark::double_exclamation_mark::double_exclamation_mark::double_exclamation_mark::double_exclamation_mark::double_exclamation_mark::double_exclamation_mark:,Taehyung Kim,6:13:00,0
Adrenochrome everywhere here ,Investing with Nakita,6:13:01,0
"LOL the non-Americans with their constant jealous crying about ""the Americans"".. FACE!",Ricky Spanish,6:13:01,0
#CaptainSparrow,Valerie Calorie,6:13:01,0
So the answer to getting off drug dependency is more drugs? :thinking_face:,JCA421,6:13:02,0
"If you over prescribe addictive drugs to celebrities, you are guaranteeing continued patience, how chinzy is that",Sharon Cropp,6:13:05,0
Johnny sought help...that matters ,HIP E,6:13:06,0
@maryam mirza he’s testifying. Obviously he has to give his side of the statement ,Blasian Goddess TM,6:13:09,0
"i graduated from DARE. Just say no, guys",UnderAgeDave420,6:13:09,0
I commented Johnny for going to get help for his drug addiction. so why are they trying to make him a bad person?!?,Tammy Rizza,6:13:09,0
It is boring. Because these people in RL are empty boring shells or people.,Yeow,6:13:09,0
Poor Johnny ,Amanda Smith,6:13:10,0
One glance at Johnny and you see he is a druggie - that isn't the point. ,Paula Scott,6:13:11,0
SOMETIMES YOU HAVE TO GIVE DRUG TO GET OFF DRUGS,Instant Karma,6:13:11,0
"Last time I took Xanax was in the early 80's when I worked in a 4 Physician office, my Doctor prescribed me, who I worked for 5 days a week. I have not taken them since then. I do not get this...",Gloria Thornton,6:13:11,0
Thank you Johnny Depp for filing this lawsuit!!!!!,Family Court Anti-Corruption Coalition,6:13:12,0
are those coke bottles? i thought we said Stop Coke,hyuck,6:13:13,0
YOU CANNOT MIX LITHIUM WITH PSYCHEDELICS,Max Salas,6:13:13,0
Amber is not perfect.,peekaboots01,6:13:13,0
are they watching a vid?,Yaritza Garcia,6:13:14,0
"THIS JUDGE JUST SAID, LET'S ALLOW HIS MEDICAL HISTORY BUT NOT HERS?????????UUUMMMMM....",Cristen Markussen,6:13:14,0
"Amer's friends on the bench behind her are on the phones, that's banned by the court, they should be kicked out!!!",DaftFader,6:13:14,0
addiction doesn't make you a monster,Kaitlynne Walters,6:13:14,0
"Amber did Acid, Adderal, Alcohol, Ativan, Coke, ecstasy, Klonopin, mdma or whatever it is called, mushrooms, Seroquel, Xanax, and two other drugs I do not remember -some every day, some every day.",Ambee Honeykissed,6:13:15,0
Atleast he DP search for help. How many ppl in Hollywood died because of drugs use.,Mayte R,6:13:15,0
Bren: good comment :face_with_tears_of_joy:,Florina Mirzo,6:13:17,0
That’s not right,Avii. Lo,6:13:18,0
Justice for Johnny :hundred_points: !!! ,Gigi Lares,6:13:19,0
just move to Canada and take mushrooms,Lost Artifact,6:13:20,0
Her compassion for him is lacking as she says she loved him,Dianne Docherty,6:13:21,0
Dare was the best ,Ciao,6:13:21,0
That was an appropriate plan of action. ,LG,6:13:22,0
Goddesses have no need for medication,Bren Slim,6:13:23,0
Poor Johnny ,Caroline Dorroh,6:13:23,0
LIVE FOR YOURSELF NOT SOME CELEBRITY JOHNNY. THEY BOTH ARE TOXIC!!!,MsClaudia2013,6:13:24,0
Abi this was his doctor for addiction treatment ,Corina Daschievici,6:13:24,0
@yeow...there is no such thing as a cannibal restaurant!,terri taylor,6:13:25,0
YAAAS SHOUTOUT TO ALL MY ALCOHOLICS IN RECOVERY!!,Corrina,6:13:25,0
Go Johnny! Get this She-Devil!!!,Danger Zone,6:13:26,0
are they trying to weaponize his seeking treatment against him?!!!!,Monkey Mogul,6:13:28,0
JD to win :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,Wight Queen,6:13:28,0
Justice for Rubber,Paul The Ford,6:13:29,0
right more drugs makes sense :thinking_face::thinking_face::thinking_face:,Rainy,6:13:29,0
Justice For Johnny Depp :red_heart::red_heart:,Hum Santh Santh Hai,6:13:29,0
They put him on drugs to get him off drugs? The most American thing ever!,The Esperanza Compromise By Jason Daniel Baker,6:13:30,0
Like she doesn’t have an addiction too,Marie-Gabrielle Harvey,6:13:30,0
All work and no Percocet makes Johnny a dull boy,Robert Sole,6:13:31,0
Johnny también iba a estar en un programa de sobriedad. Iban a hacerle estudios a Johnny regularmente,Viridianne VR,6:13:31,0
Pee test,Melanie Taylor,6:13:31,0
None of this matters...Ambusher was the aggressor and the hitter not John..geeezzzzzzz,dodgingbullets,6:13:31,0
I,Davon Allen,6:13:32,0
They sure bring up his addiction but don't want Amber's out,Mary D,6:13:34,0
booba,mommysboiii,6:13:35,0
Everybody in Hollywood is on something cause it’s very stressful life ,nahawand نهاوند,6:13:36,0
Moecus absolutely :hundred_points::hundred_points::hundred_points:,Pj’s Parlay,6:13:37,0
What’s happening?,Nova burbidge,6:13:38,0
how long has this been live ,CasaDeMariposas,6:13:38,0
is that a pHONE,Souf,6:13:38,0
JUSTICE FOR JOHNNY DEEP :pirate_flag::compass::green_heart::red_exclamation_mark:,Marcos-player 1.0,6:13:39,0
"Opiate for pain...xanax for nerves..adderall to wake up, cocaine the same. Xanax is dangerously addictive. It is the Hollywood cycle.",Hadassah Tannenbaum,6:13:39,0
her medical history might be used too not sure,Tina Miller,6:13:40,0
How are these Doctors talking about his private record like this?,HOTR,6:13:41,0
This is much nicer than I think Ambers side will be,DixieDoodles,6:13:41,0
terri Taylor yes there is,Yeow,6:13:41,0
JD WINNER,młodzix naciak,6:13:43,0
Guys I feel bad Amber wasn't liying!!! what's going on???,Danilo Juarez,6:13:43,0
How is he still alive?,realist7250,6:13:44,0
@JCA421 There are non-addictive drugs that help to get off addictive substances.,Nat,6:13:44,0
mmmm her touch XDDD,mistrz miotła,6:13:45,0
I do not take any prescription meds,4given,6:13:45,0
Good lord. He should have just been tapered!,Urban_Fox,6:13:45,0
What’s happening,Abi S,6:13:47,0
Good witness,Angel Santana,6:13:47,0
JD FOR THE WIN,sophia,6:13:47,0
JUSTICE FOR JOHNNY,NNA,6:13:48,0
this shows he seeked help.,DevinS Farm,6:13:48,0
Some doctors keep you on methadone or something similar which isn't any better. They got to go cold turkey.,Blue T,6:13:48,0
she showed depp a meme,mai,6:13:49,0
Johnny's lawyer is touchy..,Heather Britton,6:13:50,0
Are we to hear from ambers doc about her usage!?,Char.x,6:13:50,0
HOW LONG AGO DID THIS START??? :double_exclamation_mark::double_exclamation_mark::double_exclamation_mark:,Taehyung Kim,6:13:51,0
Why are they talking about Depp's medical conditions?,Family Court Anti-Corruption Coalition,6:13:51,0
"They’re basically now trying to focus on Johnny drug use, as if that negates the lies to police by Amber, or her pooping in his bed ",Teddy G Beats,6:13:52,0
Yaritza Garcia yes it’s a video - see the time stamp?,James Dean,6:13:53,0
I would need calming too if I lived with her,L.A. W.,6:13:54,0
Bring Isaac back !,Dan Plays Bass,6:13:54,0
love you jonny,@L.L.L,6:13:55,0
Amber was taking drugs too so and this isn’t even evidence all it is is the drugs he was physically prescribed by the DR and when he was tested means nothing really ,Emily Hurt,6:13:57,0
when is this finished ,Ruby Gibney,6:13:57,0
No it started this morning,tbaby351000,6:13:58,0
"Johnny don't needs justice, he needs to stay clean ",Corina Daschievici,6:13:58,0
I feel so bad for depp it must be so anxiety inducing to hear people do nothing but talk about a hard part of your life,DJ Dowg,6:13:59,0
What a circus. The public shouldn’t be allowed to view this. It makes me so sad that there’s just no privacy anymore,Clare Gaughan,6:13:59,0
I like money what made you open a second trial …. Money ,IDKaboutthis Fuckoffyoutube,6:14:00,0
they wasn't married in 2014 just saying,el light,6:14:00,0
dont get smart Doctor,Ooma's Storytime World,6:14:01,0
gracias Viridiane,Osiris Frias,6:14:01,0
Alcoholics never recover they go on binders ,Robert Sole,6:14:01,0
WAIT WILL THEY EVER TALK ABOUT AMBERS DRUGE USE?,Jenna Amodeo,6:14:01,0
Are phones allowed?!,Melissa Ulrich,6:14:01,0
WHERE'S HER PAST DV CHARGE????????????????????? ???,Cristen Markussen,6:14:02,0
Amber sent text to Johnny,Melanie Taylor,6:14:02,0
ITS FREAKING JOHNNY DEPP MAN COME OON :red_heart: ,JFQ WARHammer,6:14:03,0
His friend lied…his sister lied! ,Lorra,6:14:03,0
guy keeps no notes?,daniel Bobberson,6:14:04,0
Having this info shared of Johnny and his addiction I’m sure is so embarrassing for him ,Amanda Smith,6:14:04,0
The judgememtal comments on this thread is awful as if everyone on here are innocent as the driven snow,Magda Seguin,6:14:04,0
why would they move the camera when she was showing him something ,doomsjay,6:14:05,0
Dice que pidió pruebas de drogas al menos una vez. ,Viridianne VR,6:14:06,0
"She's just a girl though, that's wrong to be equal now when it's drug time",Ricky Spanish,6:14:07,0
amber knew Johnny did drugs before they married,Tommy Bounds,6:14:08,0
Is amber lying?,Cheeseburger,6:14:08,0
"smart, make ur drug use legal, Cali way",Roland AKA Hagen Harris,6:14:08,0
Sounds like not a real drug rehab program at all just give any more drugs on top of more drugs he needed to go into a rehab where there was nothing given to him just straight sobriety and therapy,Sabrina Fehl,6:14:09,0
She loves him enough to control him drug him rob him stalk him ,Florina Mirzo,6:14:09,0
poor Johnny. addiction sucks,MaryEllen Hagy,6:14:10,0
2014 was way before they were married.,Jennifer N,6:14:11,0
She’s truly the worst putting all his problems like this out there. Watch how classy Johnny is and will never smear her like this. ,Against All Odds,6:14:11,0
Michael Barisone found not guilty on all charges.,John O'Reilly,6:14:11,0
Omg these witnesses aren’t helpful ,ArmednReady,6:14:12,0
#sophie spot on huni :victory_hand:,Kim68,6:14:12,0
I LOVE ACID ,Max Salas,6:14:12,0
This will go on for weeks,Paula Scott,6:14:13,0
:green_heart::green_heart::green_heart:I STAND WITH JOHNNY :green_heart::green_heart::green_heart:,K M,6:14:13,0
@Taehyung Kim Like 4 hours ago,Corrina,6:14:14,0
Hypocrite Amber ,HIP E,6:14:15,0
Relevance?,K4thl33n,6:14:15,0
"@JCA421 I would call it medicine, but professional it is called drugs.",Nat,6:14:16,0
i bet JD smells really good xx,Wight Queen,6:14:16,0
Almost everyone has an addiction once in their lifetime and to get help is a hard thing to do and it takes a lot I know that because I suffer from one myself,·Boba·,6:14:17,0
We love you Johnny :blue_heart:,KongSkullIsland,6:14:17,0
Any pills I’ve been given just give me side effects so I don’t take any more ,Ciao,6:14:18,0
JOHNNY IS WINNING THIS,Ga Mad Mike,6:14:19,0
Go Johnny ,k vorhies,6:14:20,0
Depp is a genius Heard is a Borderline mess,pete k,6:14:20,0
@Viridianne VR Gracias por pasar contexto:goodvibes::virtualhug:,Saydel Dinosaurio,6:14:21,0
this does nothing to his case. it is wasting time.,4given,6:14:21,0
"There are too many tragic cases where drugs make you kill your own children!!Everywhere in usa,so sad",Annasllan 10,6:14:22,0
he’s a real peach.... :|,Alina Nicolae,6:14:22,0
There is audio of the whole thing and how it unfolded in Australia she admitted to it and was saying sorry I didn’t mean to do it. ,Shelly Brown-sellers,6:14:22,0
missing isaac!!!,Nadia Mac Donald,6:14:23,0
MY DAWG CAPTAIN JACK SPARROW AINT GUILTY,prince tears,6:14:24,0
why is the date february 22 2021?,tunlumos,6:14:24,0
:green_heart::green_heart::green_heart::green_heart::green_heart:,Bp,6:14:25,0
"Amber NOT the drugs ""took their toll"" on Mr Depp. You can recover from addiction but not toxic evil human being Devils.",James Boyle,6:14:26,0
I would like to see Johnny get sober :smiling_face_with_hearts:,Robin Boulais,6:14:27,0
Lorra shush,Emma Hodge,6:14:27,0
@Yaritza Garcia yes a video ,James Dean,6:14:27,0
Why the Phuk would he be putting him on Lithium??,Shea Asileiram,6:14:28,0
aparently she was not,Danilo Juarez,6:14:28,0
WHAT no HE'S GOT A RRECORD,Evert adams,6:14:28,0
Johnny is the innocent one ,Bmana,6:14:29,0
Johnny must really want this to have all his dirty laundry aired like this,Marlene Flanagan,6:14:31,0
AMBER GOT JD INTO DRUGS,Julie22,6:14:31,0
Zantac is for gastric ulcers. It is not xanax.Even in Canada,Debra Smith,6:14:31,0
gracias a los que traducen,Majhuceth,6:14:32,0
Relevance?????,Family Court Anti-Corruption Coalition,6:14:33,0
It started like at 6 am for me I live in Canada,mirsolus,6:14:35,0
"We know Heard use too, it's been said, also alcohol so they will get to it.",Blue T,6:14:36,0
I said on day 1 they will only push drugs as that is all they have on Johnny it’s as simple as that.,Char.x,6:14:37,0
Kipper is nodding off,Jazz Capone,6:14:37,0
So they’re weaponizing opiates because it’s harder to get off then the cocaine that Amber heard did? Which doesn’t require a major detox such as opiates!,Mytube777,6:14:37,0
Hot Mess,Robert Sole,6:14:37,0
ok the doctor looks like a lil gray haired kid sitting at the big people's table,Nancy E,6:14:37,0
"Amber's just a girl, you can't bring up her drug addictions..",Ricky Spanish,6:14:38,0
This is moving way tooooo slow even for the judge,DixieDoodles,6:14:39,0
am I the ONLY guy who believes amber heard? LOL,Tech Tails,6:14:39,0
Remember when Depp made good movies?,Bren Slim,6:14:39,0
When do we get to her clapping the bed?,Pamela Williams,6:14:39,0
"wow, is this ah lawyer questioning the witness? it seems like he's helping johnny though I wouldn't be surprised her lawyer doesn't like her either",movementislife,6:14:40,0
"shocking courtroom testimony: ""celebrity takes drugs sometimes""",smshah232,6:14:40,0
She punched him and belittled him !!,nahawand نهاوند,6:14:40,0
If there's a text from Amber to Johnny it would be a mistrail,Fromplefeet,6:14:40,0
Nurse Ratchet,Melanie Taylor,6:14:41,0
Who doesn’t do drugs these days:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,johnnyreddy123,6:14:41,0
JUSTICE FOR JOHNNY ,Taehyung Kim,6:14:41,0
JONNY YOU CAN DO IT WE F**ING LOVE YOU,Angel Noice,6:14:42,0
Anuncian las evidencias que van a presentar.,Viridianne VR,6:14:43,0
ALL DRUGS SHOULD BE LEGAL ,Max Salas,6:14:44,0
AMBER HAS A DV CHARGE FROM BEATING HER GIRLFRIEND,Cristen Markussen,6:14:44,0
@Clare Johnny had to agree with this for this trial. ,LG,6:14:45,0
Find out where you can watch Law&Crime Network In your area or even on YoutubeTV! https://lawandcrime.com/where-to-watch/,Nightbot,6:14:46,0
Who’s lawyer is talking?,Suze x,6:14:46,0
"JOHNNY ADJUST YOUR TIE IF LOOKIN AT LIVESTREAM, LOL",Sunny Bunny,6:14:47,0
Amber was probably taking Johnny's Medication,Jami Ostrander,6:14:48,0
they are establishing deaths mental state,D N,6:14:49,0
I wonder what Johnny smells like. I bet he smells good :relieved_face::face_with_tears_of_joy:,Mais Xo,6:14:49,0
Hold your head high Johnny!!! Don’t be embarrassed about getting help and detox for addiction ,Amanda Smith,6:14:50,0
Isaac and Kate already destroyed Amber. Dr Kipper is just the cherry on top,Ebony,6:14:51,0
i hate not seeing what they are looking at,danielle kosa,6:14:51,0
"Yes, we shouldn’t treat addicts like they were garbage. ",LT,6:14:53,0
how many :glowing_star: stans :flushed_face: going go ape if this goes awry,Bebe Rodriguez,6:14:53,0
My addiction is sleeping,MsClaudia2013,6:14:54,0
what's the difference between medicine and drugs anyway? you can change the name but its the same thing,el light,6:14:55,0
Amber's team is proving NOTHING.,Nisrine,6:14:55,0
they are not saying zantac they are saying xanax,Tina Miller,6:14:55,0
Emma Hodge that is the truth! ,Lorra,6:14:56,0
are they showing evidence for him putting his hands on her or not putting his hands on her??? whos evidence is this for??,Southernbelle24,6:14:57,0
This is connected to Tracey Jacobs story that his reputation was already declining because of drugs ,Annie J,6:14:57,0
amber took advantage of johnny.,Nadia Mac Donald,6:14:58,0
Down with Amber Heard and Jada Pinkett-Smith :skull:,peekaboots01,6:14:59,0
Johnny isn't on trial here¡!¡!¡¡!,Lyric0810,6:15:00,0
I'm doing drug right now!,MummaCaragh,6:15:01,0
Is ok because her time is coming don’t worry Jonny keep strong  ,claudia nicaragua,6:15:01,0
JOHNNY SHOULD JUST MARRY THAT LAWYER AFTER THIS,Daniel Osakue,6:15:02,0
