messages,all_authors,timestamps,money
Team Johnny from wisconsin!\,Tom Frazer,30:23,0
team johnny from Australia,Melissa Wade,30:23,0
Justice For Johnny Depp,NegiXoxo,30:23,0
@jo momz are you paid by ambers team? ,Cheeky Bum,30:23,0
I DONT TRUST THE JUDGE,Plants From Heaven Botanical Art,30:24,0
every time women is not right it's good that women stand for themself but that doesn't mean you put false allegations on man and it's DV so not only man can do what women also,The Thinker,30:25,0
SOUND,thymee graze,30:25,0
CAPTAIN JACK SPARROW SHALL RETURN,TheOfficialXilor,30:25,0
@Crayon Writer thanks for clarifying! ,Ralu,30:26,0
If Johnny loses well riot,Joellen Trader,30:26,0
This Judge seems off to me,Sunflower Sky,30:26,0
Hi Addi!,Tassie,30:27,0
They want to impeach the witness ISAAC BARUCH,Pmz,30:27,0
Amber looks like Eva Braun again. Is she channeling her ,Lillian Matthew,30:28,0
Amber is a big celebrity. Please respect her and also Johnny.,Mirasa Shahabuddin Junejo,30:28,0
Justice4Johnny :red_heart:,smileymama 04,30:28,0
TEXAS for JOHNNY! We DONT CLAIM AMBER,Angelina Mullins,30:29,0
yes the judge can discuss the case outside of the courtroom. she isn't a jury and does not decide the outcome of the trial,The Darkest Duchess 🐈‍⬛,30:30,0
is the judge transgender?,Andrew Smith,30:30,0
and MEANWHILE the CIA is planting FALSE FLAG TERROR in UKRANIA,Yann Wakeman,30:33,0
#JusticeForJohnnyDepp,girlfrmars,30:33,0
Justice for Johnny!!,Nadja,30:33,0
why is it in Virginia,AnonymousArmadillo,30:33,0
#JUSTICEFORJOHNNY :white_heart::yellow_heart::orange_heart::red_heart::heart_suit: From Iran,linda F,30:34,0
no wonder Johnny couldn't focus on his acting career he had to deal with a psychopath at home,MikeZ0,30:34,0
WHERE IS THE SOUND?!?!,mitelsson m,30:34,0
@Addi Talks True Crime & Trials Is this the most people watching Law & Crime?,R R,30:35,0
Are they discussing motions? ,almalaura18,30:35,0
"Turn your volume up, the audio is fine",Alejandra Lopez,30:36,0
"@Ralu no, they switch spots sometimes. ",Lil Lady Cooking,30:37,0
Justice for Johnny,viktoria,30:37,0
BLUE HOODIE GIRL IS GAMING,dsadasdas,30:38,0
Guess what kind of makeup she’s wearing today :face_with_tears_of_joy::woozy_face:,Alanis Santana,30:38,0
I’m not hearing anything?,Eva Huys,30:38,0
they have a jury guys,Mariah,30:38,0
team johny from Belgium,Darian,30:39,0
no sound,Switch420,30:39,0
#justiceforjohnny,Amitha Manoj,30:39,0
did she dress just like johnny was yesterday again,pattie,30:42,0
What did I miss? ,Aylinxov,30:42,0
johnny chewing gum,Gillian ,30:42,0
ILY JOHNNYY!:red_heart: WE'RE HERE FOR YOUUUUUU!:red_heart::red_heart::red_heart: #JustForJohnnyDepp,Aldene Ygoña,30:42,0
Why do they mute when side bar?,lIlIlMlIlIl,30:42,0
Guys they mute the sound every time the lawyer aproach the bench,Donna Morrell,30:43,0
WE LOVE YOU JOHNNY,Dressa Costa,30:43,0
cmon Johnny,Dandegodly fox,30:43,0
j4j,Ellie Di Casati,30:44,0
":speaker_medium_volume:sound now muted for sidebar, your speaker did not just break.",Addi Talks True Crime & Trials,30:44,0
court system is a joke anyways lol,Conspiracy Media,30:45,0
ANyone who works for Disney has sold their souls wake up people,Yeow,30:45,0
have i missed anything???,Ellaaa,30:47,0
amber is worse than Amy Dunne,the ford,30:48,0
Elon coming tomorrow,Elon Musk,30:48,0
tomorrow she will be in a pinstripe suit. she keeps copying him,Emily,30:49,0
AH’s lawyers are annoying because they have no evidence and they know it,SomeoneHas2say IT,30:49,0
justice for Johnny Depp,Kimberley Grainger,30:51,0
"to all you ""pro Amber"" people LISTEN TO THE TAPES! She is the abuser, not Depp.",Do Li,30:51,0
Go Amber!!!!,spaciousentropy,30:52,0
I don't believe is completely innocent and he knows it,Corina Daschievici,30:52,0
JUSTICE FOR JOHNNY,Friendsfan 207,30:52,0
Team Johnny from Myanmar 🇲🇲,Tori Toriella,30:53,0
OHIO for Johnny,notafat123,30:53,0
Justice for Johnny ,Merita SWE,30:54,0
You can’t handle the truth! ,TheBodoProduction,30:54,0
Justice for Amber!,Adam Hurley,30:54,0
Do not respect amber the spouse abuser,Squiggle Squash,30:54,0
Begitte Olsen i heard it'll be amber's ex assistant. she's pro depo,Nara Zwei,30:55,0
JOHNNYYUYYU,rosie,30:56,0
JOHNNY we love you:growing_heart:,Eva Dokoupilová,30:58,0
Amber DOES look like Eva Braun! Hahahaha,Marya,30:58,0
"it's gonna be all about make up again, and trying to link drugs to DV",Connor Joe,30:58,0
AMBERS LAWERS ARE LOSSING THE WILL TO LIVE ,Ash Bash,30:59,0
JUSTICE FOR JOHNNY DEPP ,Brunna Victoria Pereira,30:59,0
Team Johnny!! Please JD lawyers be more aggressive with your arguments also shout HEARSAY!!,Bonnie Wugsie,31:00,0
"we are with you Johnny!!! , and God too",Marcos-player 1.0,31:01,0
does someone have sound?,N_Ramhiet,31:02,0
I THINK ELON IS PAYING FOR HER,Laura B,31:03,0
Addi Talks True Crime & Trials are the blue shirt lady ? just asking,Létha,31:03,0
It just started,Alyssa Tschoepe,31:03,0
Who goes to court in a tux,Astitchinthesky,31:03,0
dis is nice,Gary Stry,31:04,0
Judge is too nice ! I NO likey,Omg Aunty Suzanne,31:04,0
JUSTICE FOR JOHNNY DEPP!!,Laura Tigrilla,31:05,0
NO SOUND IS NORMAL WHEN THEY GO UP,Miss Bee,31:05,0
nope and I'm not on hers... they both are POS,Jo Momz,31:05,0
Elaine needs to change her hair styles it’s old age :rolling_on_the_floor_laughing:,Rebeccastan,31:05,0
this judge is so wonderful she's got such a wonderful sense of humor she's an awesome judge,Ronald Jeffers,31:06,0
ROTTENBORN,SkullBall,31:08,0
let's go Johnny ,el light,31:10,0
Lady in blue going hard on Fortnite ,Teddy G Beats,31:10,0
Alejandra volume is max there is no sound atm,Darian,31:10,0
Didn't Amber decapitate Johnny's finger?,Sunflower Sky,31:11,0
I really hope Johnny wins this,Colby Rix-Berry,31:12,0
but at least she doesn't look like a flight attendant today,pattie,31:13,0
Justice4Johnny:red_heart:,smileymama 04,31:14,0
@Ellaaa no,Gillian ,31:14,0
but amber in jailllll,scales18,31:14,0
it is silent on purpose rn sound comes back soon,Alira Auditore,31:15,0
is this a jury trial?,FancyPantzNantz,31:15,0
"@R R no, we've hat 78K in chat before",Addi Talks True Crime & Trials,31:15,0
#justiceforjohnny ,Ralu,31:15,0
@Akshay kumar Official Really?? Are you sure??,Aura Zaki,31:17,0
no sound at the bench in people. it's not suppose to behave sound!!! right now,Crayon Writer,31:17,0
@Alina Nicolae SOOOOOOOOOOOOO TRUE,Suzanne Millius,31:17,0
justice for johnny,Courtney Simmer,31:17,0
JUSTICE FOR JOHNNY!!,Chloe M,31:17,0
real eyes recognize real lies,Ms. Blue,31:19,0
Anyone who supports Amber is an evil person.,An Uneducated Opinion,31:19,0
:red_heart: Justice for Johnny ,Emma Jade,31:20,0
لابسه نفس لبس جوني اخر مره ولا اتخيل؟,mariam alqahtani,31:20,0
"the sound is out on the bar, it's normal",the ford,31:20,0
Tony stark here,Elon Musk,31:21,0
"Why does apparently no one understand that *even if* the judge is on Amber's side, it doesn't matter at all because the JURY decides in the end, not the judge???",Avian98X,31:21,0
Godless people,Yeow,31:22,0
we believe in you Johnny...wish luck,shirin hosseini,31:23,0
sound gone ?,JusticeTheDoggo,31:23,0
Addi gtsy ,Pj’s Parlay,31:23,0
LOOK AT THEM CONSPIRING AGAINST JOHNNY,DT123,31:23,0
let's go Johnny,NegiXoxo,31:23,0
Johnny you can do it,Negin Harris,31:24,0
Team Amber!!! We all love you!!,Adam Hurley,31:26,0
Why do they mute it every time the lawyers approach the judge? ,Stacey Hughsen,31:26,0
is it me or does Amber keep copying Johnny's suits daily? like it's fricken weird!,Laura Jones,31:27,0
Remember chat Amber always wins ,Scott Chambers,31:29,0
Amber dressed in a dark suit like Johnny had on yesterday ,SomeoneHas2say IT,31:29,0
Electric chair for Amber!,Tori Toriella,31:31,0
AMBER BELONGS IN JAIL,viktoria,31:31,0
"@T cruddy she 100% is, she knows that her career is dying. she needs her retirement funds ",RSY,31:32,0
Elon Musk won't testify. He is busy buying Twitter.,LadyNYC211,31:32,0
هههه,Hashas,31:33,0
"@Sunflower Sky yes she did, with a flying vodka bottle",Violent Hippie,31:33,0
jury trial,Raider Rog,31:34,0
Let’a go johnny :red_heart:,Giorgia Illuzzi,31:36,0
We all love you Johnny. I pray you defeat this witch,Melissa M,31:36,0
"@Teddy lmao, ",Darien Cabral,31:37,0
@Pj’s Parlay hi there,Addi Talks True Crime & Trials,31:37,0
She looks scared ,Jordanna Leigh,31:37,0
"I got news for you, they’re both nuts.",HOTR,31:37,0
wonder how today will go ,Sophie Langan,31:38,0
Drácula ,sugarskulls,31:38,0
They're discussing amica cream,Girth Worm,31:38,0
We love you johnny,The Deathly Halløws ⚯͛,31:38,0
"they mute when lawyers aproach the bench, do not adjust your sound. unless you've got it on mute",Donna Morrell,31:39,0
I hope there are no more video today :face_with_rolling_eyes:,Omg Aunty Suzanne,31:39,0
Justice for Johnny!,Dipper Bear,31:39,0
money money MONEY,Ilya Grishenko,31:40,0
I would love Amber to just snap and start smacking the crap out of her lawyer,Marlene Flanagan,31:41,0
Love this judge- great sense of humor:double_exclamation_mark:,P D,31:42,0
Is Amber or Johnny winning so far?,Thea Hed,31:42,0
Hes reading his acting scripts while sat there. Such a legend,Humpy And Bex,31:42,0
"Make sure you hit that like button. YOU ARE AMBER, THE LIKE BUTTON IS JOHNNY. :right_facing_fist: ",Sopt Up,31:42,0
I’ve been watching this all school day the past couple of days,JournalsbyMadi,31:43,0
JUSTICE FOR JOHNNY DEPP,Nanna Briem,31:44,0
ew not her face please ,Becca Berlin,31:44,0
JUSTICE FOR JOHNNY DEPP,pattie,31:44,0
if amber was a man she would be in jail asap,dsadasdas,31:45,0
@Addi Talks True Crime & Trials for what trial if I may ask?,R R,31:45,0
JACK SPARROW GOIN FOR THE DUB,Toxicbrfn,31:46,0
where can i buy amica ? lol,Gillian ,31:46,0
@Sunflower Sky yes she did. he doesn’t have the tip of a finger,girlfrmars,31:46,0
who is the lady in the blue,sophie,31:46,0
Guys if you are unable to hear please chedak your phone’s volume because we have audio here ,Aditi S.,31:47,0
serbia is with u Johnny 🇷🇸:green_heart::black_heart:,Lara Zivkovic,31:47,0
It’s time :fire::fire::fire::fire::fire:,Laura B,31:47,0
EWWW TW AMBER ,Arya Stark,31:47,0
"I cant believe with all the proofs they have against amber that she can still win, whats is this judging system!",sTassadar,31:47,0
screen frozen,Begitte Olsen,31:48,0
why don't they just get on with it,Jayne B,31:49,0
justice for johnny depp,babyyankie teller,31:49,0
AMBER=:clown_face::clown_face:,Old Account,31:49,0
@adamhurley so just you then? ,Emma Jade,31:50,0
78k with what trial ?? ,christy K,31:50,0
What can Amber Heard’s hair style tell us about her mood today?,Jaqen Hghar,31:50,0
Johnny gonna get a fair trial ,Chris2costa Costa,31:50,0
@The Thinker exactly false claims are unacceptable if anything I think Mister Depp should have claimed that he was DV. that is awful embarrassing for a man though I understand that,Sassy but Classy,31:51,0
Hope everyone tells the truth today :face_with_tears_of_joy:,Naomi Chisholm,31:51,0
Stop heavy drinking and drugs people ,Corina Daschievici,31:51,0
Now I can’t unsee the lady just mining her own business playing fortnite ,Leanne M,31:53,0
"@Sunflower Sky yes, with a vodka bottle",Do Li,31:53,0
Amber :face_vomiting::face_vomiting::face_vomiting:,Mehr Sparrow,31:53,0
What was the highest viewership live y’all have had? What case?,Britny,31:53,0
She brought tissues she will cry for pity I guess,harun sıcakyüz,31:54,0
They are nothing but souless puppets,Yeow,31:54,0
amber mad cuz they losing,scales18,31:56,0
Johnny belongs in jail,spaciousentropy,31:57,0
Amber is lost...,Minoe Vogels,31:57,0
Let's see what we have today :sparkling_heart: Good luck to JD's amazing team!!,Robin Hazen,31:57,0
"yesterday i read JDs estimated worth is 200 Million , then i was disgusted to read E Musk earns an Obscene 400+ Million PER DAY UNtaxed ,imagine the amazing infrastructure USA would have if taxed",jStevieO,31:57,0
TEAM JOHNNY LAWYERS: Be more aggressive with your questions and scrutinies! ,Bonnie Wugsie,31:59,0
Justice For Johnny Deep :pirate_flag::compass::blue_heart:,Marcos-player 1.0,31:59,0
Johnny is winning in my legal understanding.,the ford,31:59,0
Is it start already ,Gemma Scott Vlogs,31:59,0
Block Amber fans!!,ACuteAssasin ,31:59,0
ها,nanah_ cg,32:00,0
JUSTICE FOR JOHNNYYYYYYYY,sophia,32:01,0
Hope the judge is not biased and looks at the literal evidence ,gabilejandra,32:01,0
it's 10pm here if it needs for me to stay up late i will be staying up late. WE LOVE YOU JOHNNYY:red_heart:,Aldene Ygoña,32:02,0
Oh no,Jane Porter,32:02,0
She wrote an insightful article in the Wash Post and he got his ego hurt poor baby. He's almost 60 his leading man days are over. Bye JD.,Cheryl Williams,32:02,0
Let’s see her facial expressions today!,SomeoneHas2say IT,32:04,0
Hey MGL,Kim Shephard,32:04,0
@FancyPantzNantz Yes it,Avian98X,32:05,0
free johnny ,lil_king ,32:05,0
Kick :pile_of_poo: A*S,Jenilee,32:06,0
:clapper_board: action,Tyler Gill,32:06,0
JUSTICE FOR JOHNNY,Camila Carrasco,32:07,0
Right @Laura B,Mel Mac,32:07,0
:dothefive::dothefive:I remember being soooo disappointed in him when I heard he was dating her. A MAN DATING A SPOILED CHILD ,Bristol Birdie,32:08,0
بتقلد جوني ديب johnny :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,Hashas,32:09,0
whos that old lady?,The Deathly Halløws ⚯͛,32:10,0
THEY JUST TOLD THE JUDGE THE AMOUNT THEYRE GOING TO PAY HER OFF TO WIN!!!!!!!!!! ,poozepoo,32:10,0
"that judge wants to be funny so hard that she wants to appeal to the audience, cringe",usuario 20,32:10,0
JUSTICE FOR JOHNNY,Jesse Vdw,32:11,0
@Sunflower Sky I'm sure they are both guilty. Right now it's a matter of who's worse.,Kelly,32:11,0
Juries hear us out! Help Johnny ,Cridzon Gaming,32:11,0
i like this judge,Nazafarin Azarmsa,32:12,0
THANK YOU SO MUCH GINA :folded_hands::folded_hands::folded_hands:,Lorella Menicacci,32:12,0
Justice for Johnny Depp ,Carl Eriksson,32:12,0
JUSTICE FOR JOHNNY,viktoria,32:14,0
эмбер приготовься проиграть,SiDOR,32:15,0
STAY STRONG JD,Jordanna Leigh,32:16,0
may the truthfulness be Johnny's :fire::clown_face::fire::thumbs_up:,Blowing Bubbles,32:16,0
Amber looks stunning! We love you girl!!!,Adam Hurley,32:16,0
No scorn like teard scorn,Corky VanderHaven,32:17,0
AMBER DESERVES JAIL,p͓̽a͓̽r͓̽i͓̽s͓̽,32:18,0
What’s wrong with amber’s hairstyle :woman_getting_haircut: ,Aditi S.,32:18,0
The judge definitely one sided and ambers lawyers were reaching yesterday telling issac he didn’t know about make up ,StanceDrifts,32:19,0
truth will set us all free even the a.h supporters :rolling_on_the_floor_laughing:,el light,32:19,0
good luck johnny <3 sending a,Alina Nicolae,32:20,0
amber looser!,młodzix naciak,32:21,0
justice for johnny!!,Mergie Merge,32:21,0
GOOOO JOHNNY ,Пламена Георгиева,32:21,0
Johnny is owed JUSTICE,Jayne B,32:25,0
this trial is taking ahold on my life lol ,girlfrmars,32:25,0
Actors,Yeow,32:25,0
slm,Johnny Depp *JOHNNYDEPPWON*,32:26,0
Elon is trying to buy twitter rn lol he won’t be in court to testify ,C.213,32:27,0
ITS A CIVIL CASE NOT A CRIMINAL CASE,Hannah Allard,32:27,0
Greece is with you 🇬🇷 ,Laura B,32:29,0
Team Johnny 🇲🇽🇺🇸,Maria Gomez,32:30,0
no justice no peeps,Gary Stry,32:31,0
why do so few of you know how court works?,Crayon Writer,32:32,0
Johnny all the way:loudly_crying_face:,Shannon,32:32,0
why is amber always taking notes :woman_facepalming: she not a lawyer ,AnonymousArmadillo,32:33,0
Have they been on camera at all yet,jinxie47,32:33,0
lmao I think has been online . now all of sudden her hair nice.,unforgottenx,32:33,0
I liked the judge is she on Johnny or Amber's side?,mariam alqahtani,32:33,0
This judge the best,bbhere2002,32:37,0
hit 1 if your for Jhonny 2 if your for amber,Richard Franklin,32:37,0
justice for johnny!,obsesseddxx,32:37,0
how exhausting this must be,magickalmermaid,32:38,0
"he never r*ped amber, there's evidence about what happened in Australia. she admitted to hit him and the doctors confirmed it",the ford,32:38,0
I hope the jury helps out Johnny,Colby Rix-Berry,32:38,0
Johnny deserves jail,spaciousentropy,32:40,0
Amber looking lik e aturd,Chloe M,32:41,0
It’s midnight where I’m from,Addisyn jenkins,32:41,0
Let’s go Johnny :heart_suit:,Melissa M,32:41,0
Let’s see if Amber has “amica” cream today,gabilejandra,32:41,0
COME ON JOHNNY,Charlie Gomm,32:43,0
Did Amber's parents mistreat her why did she grow up to be violent against her husband and even her presvious partners who were women.,Kezza91,32:43,0
come on johnny,Courtney Simmer,32:43,0
I just wanna hug Johnny ,Mais Xo,32:44,0
Where can I buy this miracle AMICA CREAM :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:,sTassadar,32:44,0
Matching outfits ,Denise O,32:44,0
why they are standing?,آذین مسافری,32:45,0
today Amber brushed her hair!!,Ermione Castiello,32:45,0
"you can block the AMber fanf, wont take long, they arent that many :winking_face: ",Zabibi88,32:45,0
@Adam Hurley get out,Avian98X,32:45,0
"wrong, he set his acting career aside to focus on touring with the Hollywood Vampires duh",Conspiracy Media,32:46,0
Disney are groomers,Donna,32:46,0
Watching from Australia at midnight. Johnny we all know the truth. You’re innocent. We are all with you ,Ebonyk7,32:46,0
my life is falling apart,Sean Milhuisen,32:46,0
Truth be told ,Hazell.T,32:47,0
I wish I could boo her ,Jordanna Leigh,32:47,0
Johnny babe looks beautiful ,lexi roman,32:48,0
ANYBODY KNOWS THE NAME FROM FROM JUDGE?,Malu Tomaszek,32:48,0
If Johnny has lost body parts due to Amber's violence than that says a lot,Sunflower Sky,32:48,0
How devastating to see two people that loved each other in court ,Marcia Braga,32:48,0
goo johnny :red_heart::red_heart:,Bianca Stocker,32:49,0
"WE THE JUROR FIND AMBER HEARD, GUILTY! LIFE SENTENCE",usuario 20,32:49,0
amber looks stunned. what a waste.,MGTV,32:50,0
"it's in Virginia because the Washington post is out of Virginia and also the defamation laws were different there, burden of proof easier to meet, at the time he filed however have changed since",Promise372,32:51,0
Team Amber,D W,32:51,0
"STOP PILLS, STOP COKE, STOP DRINKING",scales18,32:51,0
But she is definitely doable soooo thats women! ,Bilge Pump,32:52,0
hi everyone today.,Judīte,32:52,0
امبر الهايشة,nanah_ cg,32:52,0
How come we never hear “all rise for the Jury”,Susan Thordsen,32:54,0
Judge looks like she's 14 years old,Lt. Dan,32:56,0
CMONNN JURYYY RESULT FOR TEAM JOHNNY :flexed_biceps::flexed_biceps::flexed_biceps:,Kr0L_⁸³,32:56,0
I think the judge let that slide because she knew everyone could see ambers lawyers were just making a fool of themselves ,Darien Cabral,32:56,0
We call Angelina Jolie to the stand….,Pmz,32:56,0
the judge has been fair to both sides,Mariah,32:58,0
@spaciousentropy get some help,official_pingo,32:58,0
#JUSTICE FOR JOHNNY:red_heart::red_heart::red_heart::red_heart::red_heart:,Claudia castañeda,32:59,0
I’m scared ,Laura B,33:01,0
Will Elon be a witness,Cho Cho,33:01,0
who's up,el light,33:01,0
J!,Tereza Pokorna,33:03,0
#JusticeForJohnnyDepp,girlfrmars,33:04,0
türk?,Johnny Depp *JOHNNYDEPPWON*,33:05,0
He can’t even look at Amber. From everything she’s put him through:crying_face:,Shannon,33:05,0
Amber looks like she’s In a circus ,Kailea Burger,33:05,0
Team Johnny,Omar,33:06,0
Team JD :purple_heart::folded_hands:,Danielle Isabela Barbarac,33:06,0
di i miss anything?,Libby ♡,33:06,0
Justice For Johnny Deep :pirate_flag::compass::blue_heart:,Marcos-player 1.0,33:08,0
Is tomorrow Saturday or Friday in the US,Omg Aunty Suzanne,33:09,0
"Ambers lawyers can’t even put a solid argument together, Johnny clears",C.213,33:09,0
Amber:red_heart:,Literal Legend,33:10,0
JOHNNY DEPP BE LOOKIN' HELLA FINEE!:weary_face::sparkles::red_heart::red_heart:,Aldene Ygoña,33:10,0
Good luck Kate James we are with you ,Rebeccastan,33:11,0
Amber taking notes to create stories to go against johnny,Colby Rix-Berry,33:11,0
@D W That’s an L,Cheeky Bum,33:12,0
"is the judge, male female or other...just askin...a sweet person for sure",otter,33:12,0
Hope the judge was a Depp fanboy during his 21 Jumpstreet days....:face_with_tears_of_joy:,KENT LONG,33:12,0
Team Johnny ,Maxine,33:13,0
LA COCAINA :grinning_face::grinning_face::grinning_face:,Ilya Grishenko,33:14,0
I hope the JUDGE will be fair,Bonnie Wugsie,33:14,0
letz go Johnny !,Habu Habu,33:14,0
JUSTICE FOR JOHNNY!,Dipper Bear,33:15,0
YES KATE!!!!!!!,Sandi L,33:15,0
ک خ پ ت,Reza قربانی,33:15,0
johnny looks stress,kris imes,33:15,0
KATE JAMES!!!,Michelle Henry,33:15,0
Fort ite ,Camilla Lundgren,33:16,0
i was 5 min late what happened,Gody Al sayed,33:16,0
"I don't know much about this case, but I do think that Amber had to know that marring a pirate might be complicated. ",Dave Karnowski,33:17,0
:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,Not bothered,33:17,0
Kate James.,Ciara Quinn,33:18,0
in a few days Johnny will be rich :money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face::money_mouth_face:,Blowing Bubbles,33:20,0
lol not a Captain today....she's Darth Vader ,Del Mar,33:20,0
not video again ,Knilat 846,33:20,0
Lol,Melissa M,33:20,0
"Amber, Satan called- he wants his soul back.",Jenilee,33:21,0
Sadly i don’t think johnnys going to win because she didn’t name him ,Naomi Chisholm,33:21,0
whats now?,młodzix naciak,33:22,0
Johnny depp is so sexy ,Melissa R,33:22,0
Será un testigo virtual,Alejandra Lopez,33:22,0
MGL FANS PRESS 1,Alexis Lee,33:24,0
WE STAND WITH JOHNNY!!! :red_heart:,Tijana,33:24,0
anyone having dinner and watching hehehe,Sciencegirl,33:24,0
Didn't Amber used to date women and she had been violent toward them too?,Kezza91,33:25,0
judge is always so pleasant mannered,vegeta,33:25,0
AMBER HEARD THE JUDGE WHISPER HER NAME :grinning_face_with_smiling_eyes:,C M,33:26,0
LETS GO,Arya Stark,33:26,0
Team JD,NegiXoxo,33:27,0
Amber the Scamber isn’t going to get away with this. #Justice4Johnny,Marty McFly,33:27,0
I hope Johnny has his exs like Vanessa and Winona testify in this case,Debbie Lee's aquariums and beauty vlogs,33:27,0
I don't trust that judgeeeee,Brian Lorenz,33:28,0
TEAM AMBER!!!!,TFalcon,33:28,0
Amber IS the circus,Sammy J,33:28,0
"SEAN IT WILL GET BETTER, AFTER HARD TIMES SUNSHINE COMES:red_heart::red_heart::red_heart::red_heart::folded_hands::folded_hands::folded_hands::folded_hands:",Marya,33:28,0
JD :flexed_biceps::flexed_biceps::flexed_biceps:,ImASavage,33:29,0
wheres Amber's battered and beaten 2 stranded hair due,Jim Atley,33:30,0
Team Johnny :sparkling_heart: from Queensland Australia. :blue_heart::yellow_heart::blue_heart::yellow_heart::blue_heart::yellow_heart::sparkling_heart:Ukraine,Heather McD,33:30,0
Day 3,ash,33:31,0
WHO KATE JAMES?????,meh.,33:31,0
whos she?,The Deathly Halløws ⚯͛,33:31,0
Stop Atlantian hate. Free Mera!,PopcultureFate 29,33:32,0
Amber has a beautiful soul! We love you!,Adam Hurley,33:32,0
hii guys,Elon Musk,33:32,0
@Gody Al sayed nothing at all,official_pingo,33:33,0
Johnny Johnny Johnny Johnny :yougotthis::elbowcough::love_you_gesture::sign_of_the_horns::call_me_hand:,Bora @galaxy,33:34,0
the judge is supposed to be impartial so no sides but she seems quite biased towards amber’s side,Alina Nicolae,33:35,0
Lock them up,Thurston Howell,33:35,0
That's what she said,kalikrome1,33:36,0
Is there any sound,Hilary Hegney,33:36,0
The lawyers get 1500$ an hour!,TheUsedOne,33:37,0
IT HAS JUST STARTED,Begitte Olsen,33:37,0
Nothing has happened yet,Angelina Mullins,33:37,0
:dragon:Mother of Dragons hair-do this morning hu Amber...did we make a pact last night?,dodgingbullets,33:38,0
oh no video again ugh,LadyNYC211,33:38,0
another videoo:loudly_crying_face: i hate videos,Nisrine,33:38,0
I hope today is better than yesterday,Karen A,33:39,0
TÜRK VARMIIII,Johnny Depp *JOHNNYDEPPWON*,33:39,0
Idk what’s happening ,Laura B,33:39,0
JOHNNY!!!!!,~MooMoo~,33:40,0
JUSTICE FOR JOHNNY DEPP!!!!!! ,Johnny Depp’s Asian Alpaca🦙🤎,33:40,0
I LOVED THIS JUDGE! JUSTICE FOR THE LESBO JUDGE!!!,suave,33:42,0
SHAME ON AMBER! SMH!!!!,Charlotte Lovato,33:42,0
no one is on team AH,FarnoosH,33:43,0
Boomers can't operate a simple video player,Yeow,33:44,0
@otter they have not stated their preferred gender,S D,33:45,0
C'MON KATE,Sandi L,33:45,0
@dan Flores there was no audience. The jury wasn’t seated yet. ,Lucky,33:46,0
the judge gets a good laugh every day she goes into work,magickalmermaid,33:46,0
How long do y’all think until we hear the moaning and breathing again ,jack,33:46,0
She didn’t have to name him when the public knew who she was with “2 years ago” ,Darien Cabral,33:48,0
AMBER shout be shut silly ,Bonnie Wugsie,33:48,0
Oooh i was waiting for this one. I hope they call her out on stealing this poor girls SA story,lo.erika25,33:49,0
Did he say James Franco?,Siobhan Brogan,33:49,0
Justice for JD,Alexis Sloan Mims-Jemerson,33:52,0
Another boring video lol,Knilat 846,33:53,0
Lesbian judge ,Jay,33:53,0
Kate James is fit,Ben Berridge,33:54,0
JOHNNY ,Пламена Георгиева,33:54,0
B stole her SA story! Hope she drags her!,Ciara Quinn,33:55,0
The France is with you Johnny,Peathy king,33:55,0
Scamber,Baby Pilli,33:55,0
Justice for Johnny!! :red_heart::love_you_gesture:,Victoria O,33:55,0
JD Ily,Di Di,33:56,0
#TEAMAMICA,FoodforThought,33:56,0
Amber looks like Eva Braun,Frozen Ivy,33:57,0
"FYI: Johnny is sober and clean, and has been for years. That is a fact.",Crazy Rat Lady,33:58,0
Elon will not be a witness he has come out and said he will not be a witness for Johnny or amber ,StanceDrifts,33:59,0
The Judge looks refreshed ,Lillian Matthew,33:59,0
Awkward,Awkward Automata,33:59,0
Johnny needs to get his lawyer for a rinse for his hair looking like orange :tangerine: tint,Chris2costa Costa,34:00,0
I wonder if amber is really a man.,Jenilee,34:01,0
Justice For Johnny Deep :pirate_flag::compass::blue_heart:,Marcos-player 1.0,34:01,0
NOW: YES YES …. OH GOD,młodzix naciak,34:01,0
Kate James will DESTROY Amber!!!,HopefullyHopeful,34:02,0
amber is worse than voldemort ,scales18,34:04,0
Free JOHNNY now,Jenna Tikka,34:04,0
"Stay strong , Johnny",Diane Kimball,34:05,0
I'm Team Issac,Sciencegirl,34:06,0
Drugs ruined people lives and Depp's,Corina Daschievici,34:07,0
PRAYING FOR JUSTICE,Plants From Heaven Botanical Art,34:09,0
AMBER COULD BEAT ME AQNY DAY,Fred Ziffel,34:10,0
The judge looks like Rick Moranis.,Mz Liz,34:11,0
You know Johnny is a special guy cuz I’ve never had a woman so mad at me she duked my bed :person_in_bed: :pile_of_poo:,Teddy G Beats,34:11,0
omg with the sound again!!! ITS WORKING AND ITS YOU IF YOU DONT HEAR IT,Crayon Writer,34:12,0
KATE!!!,Isa van der aart,34:13,0
Bring Issac back!,Dan Plays Bass,34:13,0
